Gene ID	Contig	Strand	Start	End	GeneType	description	GO-labels	protein domains	KOGid
Bathy05g01010	bathy_chrom_05	+	181023	182627	mRNA	predicted protein	GO:0006457;GO:0005524;GO:0051082	G3DSA:1.10.560.10: no description; IPR017998: Chaperone, tailless complex polypeptide 1; IPR002423: Chaperonin Cpn60/TCP-1; G3DSA:3.50.7.10: no description; G3DSA:3.30.260.10: no description; IPR002194: Chaperonin TCP-1, conserved site; IPR012717: T-complex protein 1, delta subunit	NA
Bathy05g01020	bathy_chrom_05	-	182931	183608	mRNA	50S ribosomal protein L13	GO:0005840;GO:0006412;GO:0003735	IPR023563: Ribosomal protein L13, conserved site; IPR023564: Ribosomal protein L13 domain; IPR005823: Ribosomal protein L13, bacterial-type; IPR005822: Ribosomal protein L13	NA
Bathy05g01030	bathy_chrom_05	-	183915	184919	mRNA	glutathione S-transferase	NA	IPR012335: Thioredoxin fold; IPR010987: Glutathione S-transferase, C-terminal-like; IPR004046: Glutathione S-transferase, C-terminal; IPR017933: Glutathione S-transferase/chloride channel, C-terminal; PTHR11260: FAMILY NOT NAMED	NA
Bathy05g01040	bathy_chrom_05	-	185204	187354	mRNA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	NA	IPR002218: Glucose-inhibited division protein A-related; IPR004416: Glucose-inhibited division protein A; G3DSA:3.50.50.60: no description; PTHR11806: FAMILY NOT NAMED; IPR020595: Glucose-inhibited division protein A-related, conserved site	NA
Bathy05g01050	bathy_chrom_05	-	187520	187705	mRNA	predicted protein	NA	NA	NA
Bathy05g01060	bathy_chrom_05	+	188798	189595	mRNA	predicted protein	NA	NA	NA
Bathy05g01070	bathy_chrom_05	-	189765	191966	mRNA	RNA polymerase sigma factor RpoD	GO:0003677;GO:0006355;GO:0016987;GO:0003700;GO:0006352	IPR011991: Winged helix-turn-helix transcription repressor DNA-binding; IPR013325: RNA polymerase sigma factor, region 2; G3DSA:1.10.601.10: no description; IPR007624: RNA polymerase sigma-70 region 3; IPR014284: RNA polymerase sigma-70; IPR013324: RNA polymerase sigma factor, region 3/4; IPR009042: RNA polymerase sigma-70 region 1.2; IPR000943: RNA polymerase sigma-70 factor; IPR007630: RNA polymerase sigma-70 region 4; IPR007627: RNA polymerase sigma-70 region 2	NA
Bathy05g01080	bathy_chrom_05	+	192691	193827	mRNA	acylamide amidohydrolase	GO:0006807;GO:0016810	IPR003010: Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase; PTHR23088: FAMILY NOT NAMED	NA
Bathy05g01090	bathy_chrom_05	+	193942	194289	mRNA	unknown protein	NA	IPR001810: F-box domain, cyclin-like; IPR022364: F-box domain, Skp2-like; G3DSA:1.20.1280.50: no description	NA
Bathy05g01100	bathy_chrom_05	+	194518	195873	mRNA	predicted protein	GO:0005515	IPR015915: Kelch-type beta propeller; PTHR23244: FAMILY NOT NAMED	NA
Bathy05g01110	bathy_chrom_05	-	196079	197653	mRNA	predicted protein	NA	PTHR12049: FAMILY NOT NAMED; IPR003788: Protein of unknown function DUF185	NA
Bathy05g01120	bathy_chrom_05	+	198258	201752	mRNA	predicted protein	GO:0005488	IPR011990: Tetratricopeptide-like helical; IPR002885: Pentatricopeptide repeat; PTHR24015: FAMILY NOT NAMED	NA
Bathy05g01130	bathy_chrom_05	-	201843	202679	mRNA	unknown protein	GO:0006355;GO:0003700	IPR016177: DNA-binding, integrase-type; IPR001471: Pathogenesis-related transcriptional factor/ERF, DNA-binding	NA
Bathy05g01140	bathy_chrom_05	-	202888	204360	mRNA	predicted protein	GO:0008759;GO:0009245	IPR015870: UDP-3-O-acyl N-acetylglucosamine deacetylase, N-terminal; IPR004463: UDP-3-O-acyl N-acetylglucosamine deacetylase; IPR020568: Ribosomal protein S5 domain 2-type fold; IPR011334: UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal	NA
Bathy05g01150	bathy_chrom_05	-	205318	207237	mRNA	ATP-dependent RNA helicase DDX39	GO:0005524;GO:0004386;GO:0003676	G3DSA:3.40.50.300: no description; IPR011545: DNA/RNA helicase, DEAD/DEAH box type, N-terminal; IPR014014: RNA helicase, DEAD-box type, Q motif; IPR014001: DEAD-like helicase; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR001650: Helicase, C-terminal; PTHR24031: FAMILY NOT NAMED	NA
Bathy05g01160	bathy_chrom_05	+	207410	208546	mRNA	unknown protein	NA	NA	NA
Bathy05g01170	bathy_chrom_05	+	208660	209442	mRNA	short-chain dehydrogenase/reductase SDR	GO:0008152;GO:0016491	PTHR24322: FAMILY NOT NAMED; IPR016040: NAD(P)-binding domain; IPR002347: Glucose/ribitol dehydrogenase; IPR002198: Short-chain dehydrogenase/reductase SDR	NA
Bathy05g01180	bathy_chrom_05	-	209655	210017	mRNA	40S ribosomal protein S12	NA	IPR000530: Ribosomal protein S12e; G3DSA:3.30.1330.30: no description; IPR004038: Ribosomal protein L7Ae/L30e/S12e/Gadd45; SSF55315: L30e-like	NA
Bathy05g01190	bathy_chrom_05	+	210663	211496	mRNA	PREDICTED: similar to nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	NA	PTHR15263: FAMILY NOT NAMED	NA
Bathy05g01200	bathy_chrom_05	-	211570	212232	mRNA	Ankyrin repeat domain-containing protein 39	GO:0005515	PTHR24148: FAMILY NOT NAMED; IPR020683: Ankyrin repeat-containing domain; PR01415: ANKYRIN; IPR002110: Ankyrin repeat	NA
Bathy05g01210	bathy_chrom_05	+	212459	213958	mRNA	predicted protein	NA	IPR009453: IMP-specific 5-nucleotidase; IPR023214: HAD-like domain	NA
Bathy05g01220	bathy_chrom_05	-	214074	216677	mRNA	predicted protein	NA	IPR004182: GRAM; PTHR23319: FAMILY NOT NAMED	NA
Bathy05g01230	bathy_chrom_05	+	217115	217975	mRNA	predicted protein	GO:0016020	IPR003675: Abortive infection protein	NA
Bathy05g01240	bathy_chrom_05	-	218083	219222	mRNA	thioredoxin	GO:0045454	IPR012335: Thioredoxin fold; IPR017936: Thioredoxin-like; PTHR18929: FAMILY NOT NAMED; IPR013766: Thioredoxin domain; IPR017937: Thioredoxin, conserved site	NA
Bathy05g01250	bathy_chrom_05	+	219505	219717	mRNA	unknown protein	NA	NA	NA
Bathy05g01260	bathy_chrom_05	+	220114	221274	mRNA	predicted protein	NA	PTHR12374: FAMILY NOT NAMED; IPR006447: Myb-like DNA-binding domain, SHAQKYF class; IPR017930: Transcription regulator HTH, Myb-type, DNA-binding	NA
Bathy05g01270	bathy_chrom_05	-	221737	222315	mRNA	predicted protein	GO:0043687;GO:0016881	IPR016135: Ubiquitin-conjugating enzyme/RWD-like; PTHR24067: FAMILY NOT NAMED; IPR000608: Ubiquitin-conjugating enzyme, E2	NA
Bathy05g01280	bathy_chrom_05	-	222415	223374	mRNA	predicted protein	NA	NA	NA
Bathy05g01290	bathy_chrom_05	+	223762	224346	mRNA	predicted protein	NA	IPR009445: Protein of unknown function DUF1077, TMEM85	NA
Bathy05g01300	bathy_chrom_05	+	224555	225061	mRNA	predicted protein	NA	IPR016135: Ubiquitin-conjugating enzyme/RWD-like; PTHR24067: FAMILY NOT NAMED; SM00212: no description; IPR000608: Ubiquitin-conjugating enzyme, E2; IPR023313: Ubiquitin-conjugating enzyme, active site	NA
Bathy05g01310	bathy_chrom_05	-	225215	233062	mRNA	unnamed protein product	NA	IPR021999: Protein of unknown function DUF3595; PTHR13167: FAMILY NOT NAMED	NA
Bathy05g01320	bathy_chrom_05	+	233433	234782	mRNA	DUF819 protein	NA	IPR008537: Protein of unknown function DUF819	NA
Bathy05g01330	bathy_chrom_05	-	234931	238515	mRNA	nuclear condensin complex subunit Smc4, putative	GO:0005524;GO:0005694	G3DSA:3.40.50.300: no description; IPR010935: SMCs flexible hinge; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR003395: RecF/RecN/SMC; PTHR18937: FAMILY NOT NAMED; SSF46966: Spectrin repeat	NA
Bathy05g01340	bathy_chrom_05	-	238759	239016	mRNA	condensin complex component	NA	PTHR18937: FAMILY NOT NAMED	NA
Bathy05g01350	bathy_chrom_05	+	239250	239765	mRNA	unknown protein	NA	NA	NA
Bathy05g01360	bathy_chrom_05	+	239840	240952	mRNA	predicted protein	GO:0008168;GO:0006139	G3DSA:3.40.50.150: no description; IPR007757: MT-A70	NA
Bathy05g01370	bathy_chrom_05	-	241065	242288	mRNA	predicted protein	GO:0004659;GO:0016021	PTHR11048: FAMILY NOT NAMED; IPR000537: UbiA prenyltransferase family	NA
Bathy05g01380	bathy_chrom_05	+	242498	243400	mRNA	ferredoxin	NA	IPR001041: Ferredoxin; IPR012675: Beta-grasp fold, ferredoxin-type	NA
Bathy05g01390	bathy_chrom_05	-	243495	249449	mRNA	predicted protein	GO:0007165;GO:0005622	PTHR23213: FAMILY NOT NAMED; IPR003104: Actin-binding FH2/DRF autoregulatory; IPR015425: Actin-binding FH2; IPR000198: Rho GTPase-activating protein domain	NA
Bathy05g01400	bathy_chrom_05	+	249820	251148	mRNA	predicted protein	GO:0005515	G3DSA:3.80.10.10: no description; IPR011989: Armadillo-like helical; IPR001611: Leucine-rich repeat; PTHR23155: FAMILY NOT NAMED	NA
Bathy05g01410	bathy_chrom_05	+	251597	251887	mRNA	predicted protein	NA	G3DSA:3.40.1090.10: no description	NA
Bathy05g01420	bathy_chrom_05	+	252398	254158	mRNA	predicted protein	NA	PTHR24197: FAMILY NOT NAMED; G3DSA:3.40.1090.10: no description	NA
Bathy05g01430	bathy_chrom_05	-	254292	257084	mRNA	plasma-membrane proton-efflux P-type ATPase	GO:0016020;GO:0006754;GO:0015662;GO:0005524	IPR023298: ATPase, P-type,  transmembrane domain; IPR023299: ATPase, P-type, cytoplasmic domain N; IPR008250: ATPase, P-type, ATPase-associated domain; PTHR24093: FAMILY NOT NAMED; IPR023214: HAD-like domain; IPR000695: ATPase, P-type, H+ transporting proton pump; IPR005834: Haloacid dehalogenase-like hydrolase; IPR004014: ATPase, P-type cation-transporter, N-terminal; IPR023300: ATPase,  P-type, cytoplasmic transduction domain A; IPR001757: ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; IPR006534: ATPase, P-type, plasma-membrane proton-efflux; IPR018303: ATPase, P-type phosphorylation site	NA
Bathy05g01440	bathy_chrom_05	+	257961	259151	mRNA	predicted protein	GO:0016021;GO:0051205	IPR001708: Membrane insertion protein, OxaA/YidC	NA
Bathy05g01450	bathy_chrom_05	+	259285	260889	mRNA	predicted protein	NA	IPR003399: Mammalian cell entry-related	NA
Bathy05g01460	bathy_chrom_05	-	260960	261511	mRNA	unnamed protein product	NA	PTHR18829: FAMILY NOT NAMED; IPR019191: Essential protein Yae1, N-terminal	NA
Bathy05g01470	bathy_chrom_05	-	261563	263284	mRNA	glutathione synthetase	GO:0005524;GO:0004363;GO:0016874	IPR014709: Glutathione synthase, C-terminal, eukaryotic; SSF56059: Glutathione synthetase ATP-binding domain-like; IPR005615: Glutathione synthase, eukaryotic; IPR013816: ATP-grasp fold, subdomain 2; IPR014049: Glutathione synthase, N-terminal, eukaryotic; IPR014042: Glutathione synthase, alpha-helical, eukaryotic; IPR004887: Glutathione synthase, substrate-binding, eukaryotic	NA
Bathy05g01480	bathy_chrom_05	+	263618	265603	mRNA	hypothetical protein	NA	PTHR10331: T COMPLEX PROTEIN 10	NA
Bathy05g01490	bathy_chrom_05	+	266026	266367	mRNA	predicted protein	GO:0016272;GO:0006457;GO:0051082	IPR004127: Prefoldin subunit; PTHR12674: FAMILY NOT NAMED; IPR009053: Prefoldin; IPR011599: Prefoldin alpha subunit	NA
Bathy05g01500	bathy_chrom_05	-	266514	267542	mRNA	hemolysin A	GO:0008168;GO:0032259;GO:0003676	G3DSA:3.10.290.10: no description; IPR002942: RNA-binding S4; G3DSA:3.40.50.150: no description; PTHR10436: RNA PSEUDOURIDYLATE SYNTHASE FAMILY PROTEIN; IPR002877: Ribosomal RNA methyltransferase RrmJ/FtsJ; IPR004538: Haemolysin A	NA
Bathy05g01510	bathy_chrom_05	+	267739	268836	mRNA	predicted protein	NA	NA	NA
Bathy05g01520	bathy_chrom_05	-	268895	270121	mRNA	predicted protein	NA	IPR018978: Ribosome maturation protein SBDS, C-terminal; IPR002140: Ribosome maturation protein SBDS; IPR019783: Ribosome maturation protein SBDS, N-terminal	NA
Bathy05g01530	bathy_chrom_05	+	270699	271067	mRNA	U6 snRNA-associated Sm-like protein LSm4	NA	PTHR23338: FAMILY NOT NAMED; IPR001163: Like-Sm ribonucleoprotein (LSM) domain; G3DSA:2.30.30.100: no description; IPR006649: Like-Sm ribonucleoprotein (LSM) domain, eukaryotic/archaea-type; IPR010920: Like-Sm ribonucleoprotein (LSM)-related domain	NA
Bathy05g01540	bathy_chrom_05	+	271494	277871	mRNA	unnamed protein product	NA	PTHR13743: FAMILY NOT NAMED; IPR000409: BEACH domain; IPR001680: WD40 repeat; IPR015943: WD40/YVTN repeat-like-containing domain; IPR019781: WD40 repeat, subgroup; IPR013320: Concanavalin A-like lectin/glucanase, subgroup; IPR023362: PH-BEACH domain	NA
Bathy05g01550	bathy_chrom_05	-	277982	280363	mRNA	predicted protein	GO:0005515	IPR006652: Kelch repeat type 1; IPR011333: BTB/POZ fold; IPR015915: Kelch-type beta propeller; PTHR23244: FAMILY NOT NAMED	NA
Bathy05g01560	bathy_chrom_05	+	281019	282209	mRNA	cysteine proteinase, putative	GO:0006508;GO:0004197	IPR015643: Peptidase C1A, cathepsin B; IPR013128: Peptidase C1A, papain; IPR000668: Peptidase C1A, papain C-terminal; G3DSA:3.90.70.10: no description; SSF54001: Cysteine proteinases; IPR000169: Peptidase, cysteine peptidase active site	NA
Bathy05g01570	bathy_chrom_05	-	282428	283843	mRNA	unknown protein	NA	NA	NA
Bathy05g01580	bathy_chrom_05	-	284174	284407	mRNA	40S ribosomal protein S11	GO:0005840;GO:0006412;GO:0005622;GO:0003735	IPR012340: Nucleic acid-binding, OB-fold; IPR000266: Ribosomal protein S17; IPR019979: Ribosomal protein S17, conserved site	NA
Bathy05g01590	bathy_chrom_05	-	286000	288198	mRNA	ABC transporter family protein	GO:0016020	G3DSA:3.40.50.300: no description; IPR003593: ATPase, AAA+ type, core; IPR003439: ABC transporter-like; IPR013525: ABC-2 type transporter; IPR017871: ABC transporter, conserved site; PTHR19241: FAMILY NOT NAMED	NA
Bathy05g01600	bathy_chrom_05	-	288460	289269	mRNA	predicted protein	GO:0032040;GO:0006364	IPR007144: Small-subunit processome, Utp11	NA
Bathy05g01610	bathy_chrom_05	-	289887	293168	mRNA	viral A-type inclusion protein	NA	NA	NA
Bathy05g01620	bathy_chrom_05	+	293661	294932	mRNA	peptide chain release factor 2	GO:0006415;GO:0016149;GO:0005737	G3DSA:3.30.160.200: no description; SSF75620: Release factor; PTHR11075: FAMILY NOT NAMED; IPR000352: Peptide chain release factor class I/class II; IPR005139: Peptide chain release factor	NA
Bathy05g01630	bathy_chrom_05	+	296440	296613	mRNA	unknown protein	NA	NA	NA
Bathy05g01640	bathy_chrom_05	-	296803	299472	mRNA	predicted protein	NA	IPR017441: Protein kinase, ATP binding site; G3DSA:3.30.200.20: no description; IPR002290: Serine/threonine-protein kinase domain; IPR017442: Serine/threonine-protein kinase-like domain; IPR011009: Protein kinase-like domain; IPR008271: Serine/threonine-protein kinase, active site; IPR000719: Protein kinase, catalytic domain; G3DSA:1.10.510.10: no description; IPR020635: Tyrosine-protein kinase, catalytic domain; PTHR24348: FAMILY NOT NAMED	NA
Bathy05g01650	bathy_chrom_05	+	300355	301806	mRNA	predicted protein	GO:0006508;GO:0004222;GO:0016021	IPR008915: Peptidase M50; PTHR22939: FAMILY NOT NAMED; IPR001478: PDZ/DHR/GLGF; IPR004387: Peptidase M50, putative membrane-associated zinc metallopeptidase; G3DSA:2.30.42.10: no description	NA
Bathy05g01660	bathy_chrom_05	-	301921	302154	mRNA	predicted protein	GO:0005840;GO:0006412;GO:0005622;GO:0003735	IPR001854: Ribosomal protein L29	NA
Bathy05g01670	bathy_chrom_05	+	303003	303800	mRNA	ribulose-phosphate 3-epimerase	GO:0005975;GO:0004750	IPR013785: Aldolase-type TIM barrel; IPR000056: Ribulose-phosphate 3-epimerase	NA
Bathy05g01680	bathy_chrom_05	+	304069	306369	mRNA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	NA	IPR002218: Glucose-inhibited division protein A-related; IPR004416: Glucose-inhibited division protein A; G3DSA:3.50.50.60: no description; PTHR11806: FAMILY NOT NAMED; IPR020595: Glucose-inhibited division protein A-related, conserved site	NA
Bathy05g01690	bathy_chrom_05	+	307173	307343	mRNA	unknown protein	NA	NA	NA
Bathy05g01700	bathy_chrom_05	+	307887	309464	mRNA	unknown protein	NA	IPR008479: Protein of unknown function DUF760	NA
Bathy05g01710	bathy_chrom_05	-	309581	310699	mRNA	Poly(A)+ RNA export protein	NA	PTHR10971: MRNA EXPORT FACTOR AND BUB3; IPR019782: WD40 repeat 2; IPR017986: WD40-repeat-containing domain; IPR001680: WD40 repeat; IPR015943: WD40/YVTN repeat-like-containing domain; IPR019781: WD40 repeat, subgroup	NA
Bathy05g01720	bathy_chrom_05	+	311399	312616	mRNA	anthranilate phosphoribosyltransferase	GO:0016757;GO:0008152	IPR017459: Glycosyl transferase, family 3, N-terminal; IPR020072: Glycosyl transferase, family 3, subgroup, N-terminal; IPR000312: Glycosyl transferase, family 3; IPR005940: Anthranilate phosphoribosyl transferase; PTHR11922: FAMILY NOT NAMED	NA
Bathy05g01730	bathy_chrom_05	+	313006	314442	mRNA	predicted protein	NA	G3DSA:3.10.450.50: no description	NA
Bathy05g01740	bathy_chrom_05	-	314530	315693	mRNA	predicted protein	GO:0000166	PTHR14089: FAMILY NOT NAMED; IPR000504: RNA recognition motif domain; IPR012677: Nucleotide-binding, alpha-beta plait	NA
Bathy05g01750	bathy_chrom_05	+	316021	319707	mRNA	unnamed protein product	GO:0042147	PTHR12965: FAMILY NOT NAMED; IPR019515: Vacuolar protein sorting-associated protein 54; IPR012501: Vps54-like	NA
Bathy05g01760	bathy_chrom_05	-	319786	320079	mRNA	unknown protein	NA	NA	NA
Bathy05g01770	bathy_chrom_05	-	320418	321113	mRNA	ribulose-phosphate 3-epimerase	GO:0005975;GO:0004750	IPR013785: Aldolase-type TIM barrel; IPR000056: Ribulose-phosphate 3-epimerase	NA
Bathy05g01780	bathy_chrom_05	-	321307	321843	mRNA	predicted protein	NA	IPR008493: Protein of unknown function DUF775	NA
Bathy05g01790	bathy_chrom_05	-	322527	323204	mRNA	unknown protein	NA	NA	NA
Bathy05g01800	bathy_chrom_05	+	323318	324013	mRNA	predicted protein	NA	IPR007263: Putative thiol-disulphide oxidoreductase DCC	NA
Bathy05g01810	bathy_chrom_05	-	324133	325665	mRNA	predicted protein	GO:0005524;GO:0006418;GO:0000166;GO:0006412;GO:0004812;GO:0005737	G3DSA:1.10.240.10: no description; IPR014729: Rossmann-like alpha/beta/alpha sandwich fold; IPR001412: Aminoacyl-tRNA synthetase, class I, conserved site; IPR002306: Tryptophanyl-tRNA synthetase, class Ib; IPR002305: Aminoacyl-tRNA synthetase, class Ib	NA
Bathy05g01820	bathy_chrom_05	+	326002	326517	mRNA	unknown protein	GO:0005840;GO:0006412;GO:0005622;GO:0003735	IPR012340: Nucleic acid-binding, OB-fold; IPR000266: Ribosomal protein S17	NA
Bathy05g01830	bathy_chrom_05	-	326757	329009	mRNA	GTP-binding protein HflX	GO:0005622;GO:0005525	G3DSA:3.40.50.300: no description; IPR006073: GTP1/OBG; IPR016496: GTP-binding protein, HflX; PTHR10229: GTP-BINDING PROTEIN HFLX; IPR002917: GTP-binding protein, HSR1-related; SSF52540: P-loop containing nucleoside triphosphate hydrolases	NA
Bathy05g01840	bathy_chrom_05	+	329184	329873	mRNA	unknown protein	NA	IPR022196: Protein of unknown function DUF3721	NA
Bathy05g01850	bathy_chrom_05	+	330169	332538	mRNA	unknown protein	GO:0005488	IPR011990: Tetratricopeptide-like helical	NA
Bathy05g01860	bathy_chrom_05	+	332920	335280	mRNA	predicted protein	GO:0005515	IPR017907: Zinc finger, RING-type, conserved site; IPR001841: Zinc finger, RING-type; IPR008984: SMAD/FHA domain; IPR013083: Zinc finger, RING/FYVE/PHD-type; IPR018957: Zinc finger, C3HC4 RING-type; PTHR15315: FAMILY NOT NAMED; IPR000253: Forkhead-associated (FHA) domain	NA
Bathy05g01870	bathy_chrom_05	-	336660	337880	mRNA	conserved hypothetical protein	NA	G3DSA:3.40.50.300: no description	NA
Bathy05g01880	bathy_chrom_05	+	338294	339337	mRNA	carbohydrate-binding module family 20 protein	GO:0005975;GO:0003824	IPR013783: Immunoglobulin-like fold; IPR013784: Carbohydrate-binding-like fold; IPR002044: Glycoside hydrolase, carbohydrate-binding; IPR015902: Alpha amylase	NA
Bathy05g01890	bathy_chrom_05	-	339579	340454	mRNA	predicted protein	NA	IPR016477: Fructosamine/Ketosamine-3-kinase; PTHR12149: FAMILY NOT NAMED; G3DSA:3.90.1200.10: no description; IPR011009: Protein kinase-like domain	NA
Bathy05g01900	bathy_chrom_05	+	340804	342351	mRNA	unknown protein	NA	NA	NA
Bathy05g01910	bathy_chrom_05	+	342433	343098	mRNA	predicted protein	NA	G3DSA:3.10.50.40: no description; SSF54534: FKBP-like; IPR023566: Peptidyl-prolyl cis-trans isomerase, FKBP-type; IPR006311: Twin-arginine translocation pathway, signal sequence; IPR001179: Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	NA
Bathy05g01920	bathy_chrom_05	-	343162	343815	mRNA	predicted protein	NA	PTHR12175: FAMILY NOT NAMED; IPR010400: Proteasome-interacting thioredoxin-like domain, C-terminal	NA
Bathy05g01930	bathy_chrom_05	+	343931	344287	mRNA	predicted protein	NA	NA	NA
Bathy05g01940	bathy_chrom_05	-	344396	346618	mRNA	predicted protein	NA	IPR006055: Exonuclease; G3DSA:3.30.420.10: no description; IPR012337: Ribonuclease H-like; PTHR12801: FAMILY NOT NAMED; IPR013520: Exonuclease, RNase T/DNA polymerase III	NA
Bathy05g01950	bathy_chrom_05	+	347457	348545	mRNA	predicted protein	GO:0005524;GO:0004386;GO:0003676	G3DSA:3.40.50.300: no description; IPR011545: DNA/RNA helicase, DEAD/DEAH box type, N-terminal; IPR014014: RNA helicase, DEAD-box type, Q motif; IPR014001: DEAD-like helicase; SSF52540: P-loop containing nucleoside triphosphate hydrolases; IPR001650: Helicase, C-terminal; PTHR24031: FAMILY NOT NAMED	NA
Bathy05g01960	bathy_chrom_05	-	349416	349937	mRNA	predicted protein	GO:0003677;GO:0045449	IPR009057: Homeodomain-like; IPR012287: Homeodomain-related; IPR017877: MYB-like	NA
