ID	type	annotation
kfl00069_0330	CDS	Concanavalin A-like lectin/glucanase
kfl00069_0340	CDS	WD40 repeat-like superfamily protein, lst8 homolog
kfl00069_0350	CDS	CSNK2A; casein kinase II subunit alpha
kfl00069_0360	CDS	hypothetical protein
kfl00069_0370	CDS	Nuclear AAA ATPase
kfl00069_0380	CDS	hypothetical protein
kfl00069_0390	CDS	hypothetical protein
kfl00069_0400	CDS	hypothetical protein
kfl00069_0410	CDS	hypothetical protein
kfl00069_0420	CDS	hypothetical protein
kfl00070_0010	CDS	hypothetical protein
kfl00070_0020	CDS	hypothetical protein
kfl00070_0030	CDS	Putative magnesium-protoporphyrin IX monomethyl ester cyclase, (CHL27, Crd1, AcsF)
kfl00070_0040	CDS	Na+/H+ antiporter
kfl00070_0050	CDS	ATP-dependent Clp protease
kfl00070_0060	CDS	Nuclear helicase
kfl00070_0070	CDS	hypothetical protein
kfl00070_0080	CDS	hypothetical protein
kfl00070_0090	CDS	DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2
kfl00070_0100	CDS	ClpP, ATP-dependent Clp protease proteolytic subunit 
kfl00070_0110	CDS	hypothetical protein
kfl00070_0120	CDS	hypothetical protein
kfl00070_0130	CDS	glutamate receptor
kfl00070_0140	CDS	putative RNA recognition motif domain
kfl00070_0150	CDS	hypothetical protein
kfl00070_0160	CDS	hypothetical protein
kfl00070_0170	CDS	hypothetical protein
kfl00070_0180	CDS	Putative sirtuin
kfl00070_0190	CDS	hypothetical protein
kfl00070_0200	CDS	hypothetical protein
kfl00070_0210	CDS	hypothetical protein
kfl00070_0220	CDS	hypothetical protein
kfl00070_0230	CDS	BTB/POZ domain-containing protein
kfl00070_0240	CDS	hypothetical protein
kfl00070_0250	CDS	hypothetical protein
kfl00070_0260	CDS	Peptidyl-tRNA hydrolase family protein
kfl00070_0270	CDS	hypothetical protein
kfl00070_0280	CDS	transferase family protein
kfl00070_0290	CDS	hypothetical protein
kfl00070_0300	CDS	BTB/POZ/Kelch-associated protein
kfl00070_0310	CDS	hypothetical protein
kfl00071_0010	CDS	putative PIN auxin efflux carrier family protein
kfl00071_0020	CDS	hypothetical protein
kfl00071_0030	CDS	Peptidase S8 family with Protease-associated (PA) domain
kfl00071_0040	CDS	amino acid transporter protein
kfl00071_0050	CDS	hypothetical protein
kfl00071_0060	CDS	inositol polyphosphate phosphatase
kfl00071_0070	CDS	hypothetical protein
kfl00071_0080	CDS	DER1 domain containing protein
kfl00071_0090	CDS	Signal recognition particle, subunit Srp54
kfl00071_0100	CDS	hypothetical protein
kfl00071_0110	CDS	hypothetical protein
kfl00071_0120	CDS	Serine Threonine protein kinase
kfl00071_0130	CDS	hypothetical protein
kfl00071_0140	CDS	early-responsive to dehydration stress-related protein
kfl00071_0150	CDS	peptidase s8 and s53 subtilisin kexin sedolisin
kfl00071_0160	CDS	AAA-type ATPase domain containing protein
kfl00071_0170	CDS	Zincin-like metalloproteases family protein
kfl00071_0180	CDS	hypothetical protein
kfl00071_0190	CDS	hypothetical protein
kfl00071_0200	CDS	Rho GTPase effector BNI1 and related formins
kfl00071_0210	CDS	GAA1; glycosylphosphatidylinositol transamidase
kfl00071_0220	CDS	nucleoside diphosphate kinase 2
kfl00071_0230	CDS	Peptidyl-prolyl cis-trans isomerase, cyclophilin
kfl00071_0240	CDS	putative ycf3 precursor
kfl00071_0250	CDS	NEDD8-activating enzyme E1 regulatory subunit, AXR1 homolog
kfl00071_0260	CDS	hypothetical protein
kfl00071_0270	CDS	60S ribosomal protein L27
kfl00071_0280	CDS	vesicle transport protein
kfl00071_0290	CDS	hypothetical protein
kfl00071_0300	CDS	hypothetical protein
kfl00071_0310	CDS	hypothetical protein
kfl00071_0320	CDS	hypothetical protein
kfl00071_0330	CDS	hypothetical protein
kfl00071_0340	CDS	hypothetical protein
kfl00071_0350	CDS	hypothetical protein
kfl00071_0360	CDS	hypothetical protein
kfl00071_0370	CDS	hypothetical protein
kfl00072_0010p	CDS	hypothetical protein
kfl00072_0020	CDS	hypothetical protein
kfl00072_0030	CDS	hypothetical protein
kfl00072_0040	CDS	short chain dehydrogenase reductase
kfl00072_0050	CDS	hypothetical protein
kfl00072_0060	CDS	Predicted E3 ubiquitin ligase
kfl00072_0070	CDS	hypothetical protein
kfl00072_0080	CDS	hypothetical protein
kfl00072_0090	CDS	hypothetical protein
kfl00072_0100	CDS	hypothetical protein
kfl00072_0110	CDS	branched-chain alpha-keto acid decarboxylase E1 beta subunit
kfl00072_0120	CDS	Microtubule associated protein (MAP65/ASE1)
kfl00072_0130	CDS	hypothetical protein
kfl00072_0140	CDS	hypothetical protein
kfl00072_0150	CDS	PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4
kfl00072_0160	CDS	Glucosamine 6-phosphate synthetases, contain amidotransferase and phosphosugar isomerase domains
kfl00072_0170	CDS	hypothetical protein
kfl00072_0180	CDS	hypothetical protein
kfl00072_0190	CDS	hypothetical protein
kfl00072_0200	CDS	RibD, riboflavin biosynthesis protein 
kfl00072_0210	CDS	E2.5.1.17, cobO, btuR; cob(I)alamin adenosyltransferase
kfl00072_0220	CDS	VH1-INTERACTING KINASE-like
kfl00072_0230	CDS	PFC1 PALEFACE 1
kfl00072_0240	CDS	Multifunctional pyrimidine synthesis protein CAD (includes carbamoyl-phophate synthetase, aspartate transcarbamylase, and glutamine amidotransferase)
kfl00072_0250	CDS	D-isomer-specific 2-hydroxy acid dehydrogenase superfamily
kfl00072_0260	CDS	NAD-dependent Glycerol-3-Phosphate Dehydrogenase, cytosolic GPDH
kfl00072_0270	CDS	ACT domain containing protein
kfl00072_0280	CDS	Iron binding protein involved in Fe-S cluster formation
kfl00072_0290	CDS	hypothetical protein
kfl00072_0300	CDS	Phosphatidic Acid-Binding Protein, trigalactosyldiacylglycerol 2, TGD2
kfl00072_0310	CDS	CALM; calmodulin
kfl00072_0320	CDS	formamidopyrimidine-DNA glycosylase
kfl00073_0010	CDS	hypothetical protein
kfl00073_0020	CDS	hypothetical protein
kfl00073_0030	CDS	hypothetical protein
kfl00073_0040	CDS	TXNDC12; protein-disulfide reductase (glutathione)
kfl00073_0050	CDS	hypothetical protein
kfl00073_0060	CDS	hypothetical protein
kfl00073_0070	CDS	hypothetical protein
kfl00073_0080	CDS	sodium/calcium exchanger protein
kfl00073_0090	CDS	early light-induced protein, ELIP1c, Lil1c
kfl00073_0100	CDS	Sec14p-like phosphatidylinositol transfer family protein
kfl00073_0110	CDS	hypothetical protein
kfl00073_0120	CDS	hypothetical protein
kfl00073_0130	CDS	hypothetical protein
kfl00073_0140	CDS	fucosyltransferase
kfl00073_0150	CDS	hypothetical protein
kfl00073_0160	CDS	spermidine synthase
kfl00073_0170	CDS	pinin/SDK/memA protein
kfl00073_0180	CDS	E3.2.1.22B, galA, rafA; alpha-galactosidase
kfl00073_0190	CDS	ZEP, ABA1; zeaxanthin epoxidase
kfl00073_0200	CDS	hypothetical protein
kfl00073_0210	CDS	hypothetical protein
kfl00073_0220	CDS	hypothetical protein
kfl00073_0230	CDS	Aluminium activated malate transporter family protein
kfl00073_0240	CDS	beach domain-containing protein
kfl00073_0250	CDS	hypothetical protein
kfl00073_0260	CDS	hypothetical protein
kfl00073_0270	CDS	hypothetical protein
kfl00073_0280	CDS	hypothetical protein
kfl00073_0290	CDS	hypothetical protein
kfl00073_0300	CDS	hypothetical protein
kfl00073_0310	CDS	hypothetical protein
kfl00073_0320	CDS	hypothetical protein
kfl00073_0330	CDS	hypothetical protein
kfl00073_0340p	CDS	hypothetical protein
kfl00074_0010	CDS	hypothetical protein
kfl00074_0020	CDS	Metallo-hydrolase/oxidoreductase superfamily protein
kfl00074_0030	CDS	hypothetical protein
kfl00074_0040	CDS	DNA replication licensing factor, MCM8 component
kfl00074_0050	CDS	Dyneins, heavy chain
kfl00074_0060	CDS	hypothetical protein
kfl00074_0070	CDS	MA3 domain-containing protein
kfl00074_0080	CDS	Copper amine oxidase
kfl00074_0090	CDS	prolyl-4 hydroxylase alpha subunit
kfl00074_0100	CDS	CSNK2B; casein kinase II subunit beta
kfl00074_0110	CDS	ARM repeat superfamily protein
kfl00074_0120	CDS	Bromodomain-containing protein
kfl00074_0130	CDS	hypothetical protein
kfl00074_0140	CDS	TPI, tpiA; triosephosphate isomerase (TIM)
kfl00074_0150	CDS	UDP-glucose 6-dehydrogenase
kfl00074_0160	CDS	hypothetical protein
kfl00074_0170	CDS	hypothetical protein
kfl00074_0180	CDS	hypothetical protein
kfl00074_0190	CDS	Hypothetical protein
kfl00074_0200	CDS	hypothetical protein
kfl00074_0210	CDS	hypothetical protein
kfl00074_0220	CDS	hypothetical protein
kfl00074_0230	CDS	hypothetical protein
kfl00074_0240	CDS	hypothetical protein
kfl00074_0250	CDS	hypothetical protein
kfl00074_0260	CDS	reverse transcriptase,putative DNA/RNA polymerase
kfl00074_0270	CDS	hypothetical protein
kfl00074_0280	CDS	putative root cap family protein
kfl00074_0290	CDS	hypothetical protein
kfl00074_0300	CDS	TIM8 mitochondrial import inner membrane translocon protein
kfl00074_0310	CDS	3-hydroxyacyl-ACP dehydrase
kfl00074_0320	CDS	hypothetical protein
kfl00075_0010	CDS	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
kfl00075_0020	CDS	hypothetical protein
kfl00075_0030	CDS	Aminotransferase class-V domain containing protein
kfl00075_0040	CDS	hypothetical protein
kfl00075_0050	CDS	hypothetical protein
kfl00075_0060	CDS	hypothetical protein
kfl00075_0070	CDS	hypothetical protein
kfl00075_0080	CDS	Aldehyde oxidase
kfl00075_0090	CDS	coproporphyrinogen III oxidase, (CPO, HEMF)
kfl00075_0100	CDS	E2.5.1.18, gst; glutathione S-transferase
kfl00075_0110	CDS	hypothetical protein
kfl00075_0120	CDS	hypothetical protein
kfl00075_0130	CDS	hypothetical protein
kfl00075_0140	CDS	acyl-CoA oxidase
kfl00075_0150	CDS	sialyltransferase family protein
kfl00075_0160	CDS	NADH-ubiquinone 1 alpha subcomplex subunit 13-A
kfl00075_0170	CDS	hypothetical protein
kfl00075_0180	CDS	hypothetical protein
kfl00075_0190	CDS	hypothetical protein
kfl00075_0200	CDS	hypothetical protein
kfl00075_0210	CDS	hypothetical protein
kfl00075_0220	CDS	hypothetical protein
kfl00075_0230	CDS	hypothetical protein
kfl00075_0240	CDS	hypothetical protein
kfl00075_0250	CDS	hypothetical protein
kfl00075_0260	CDS	QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6
kfl00075_0270	CDS	Membrane component of ER protein translocation complex
kfl00075_0280	CDS	WD40 protein
kfl00075_0290	CDS	hypothetical protein
kfl00075_0300	CDS	proline iminopeptidase
kfl00075_0310	CDS	DNA polymerase delta processivity factor
kfl00075_0320	CDS	hypothetical protein
kfl00075_0330	CDS	hypothetical protein
kfl00075_0340	CDS	hypothetical protein
kfl00075_0350	CDS	hypothetical protein
kfl00075_0360p	CDS	hypothetical protein
kfl00076_0010	CDS	hypothetical protein
kfl00076_0020	CDS	hypothetical protein
kfl00076_0030	CDS	DNA-repair protein XRCC3
kfl00076_0040	CDS	hypothetical protein
kfl00076_0050	CDS	PAS/LOV protein
kfl00076_0060	CDS	alpha/beta-Hydrolases superfamily protein
kfl00076_0070	CDS	hypothetical protein
kfl00076_0080	CDS	galactolipid:galactolipid galactosyltransferase,(GGGT)
kfl00076_0090	CDS	Phospholipid:Diacylglycerol Acyltransferase, PDAT
kfl00076_0100	CDS	hypothetical protein
kfl00076_0110	CDS	N-acetylglucosaminyltransferase II
kfl00076_0120	CDS	hypothetical protein
kfl00076_0130	CDS	putative DNA recombination/repair protein 
kfl00076_0140	CDS	Anaphase-promoting complex ,(APC), subunit 11
kfl00076_0150	CDS	rubisco subunit binding-protein beta subunit, (Rubb)
kfl00076_0160	CDS	hypothetical protein
kfl00076_0170	CDS	ammonium transporter 2
kfl00076_0180	CDS	hypothetical protein
kfl00076_0190	CDS	hypothetical protein
kfl00076_0200	CDS	methionine S-methyltransferase|MMT methionine S-methyltransferase|methionine S-methyltransferase
kfl00076_0210	CDS	ammonium transporter 2
kfl00076_0220	CDS	hypothetical protein
kfl00076_0230	CDS	hypothetical protein
kfl00076_0240	CDS	hypothetical protein
kfl00076_0250	CDS	hypothetical protein
kfl00076_0260	CDS	Protein kinase superfamily protein
kfl00076_0270	CDS	hypothetical protein
kfl00076_0280	CDS	high-affinity nickel-transport family protein
kfl00076_0290	CDS	UDP-glucose pyrophosphorylase 3
kfl00076_0300	CDS	Carbon-nitrogen hydrolase
kfl00076_0310	CDS	Putative histone-lysine N-methyltransferase
kfl00076_0320	CDS	LOB domain-containing protein 
kfl00076_0330	CDS	hypothetical protein
kfl00076_0340	CDS	hypothetical protein
kfl00076_0350	CDS	nitric oxide synthase
kfl00077_0010	CDS	hypothetical protein
kfl00077_0020	CDS	RNA helicase SDE3
kfl00077_0030	CDS	cupin superfamily protein
kfl00077_0040	CDS	hypothetical protein
kfl00077_0050	CDS	Molybdopterin converting factor subunit 2
kfl00077_0060	CDS	Carboxypeptidase Taq,Peptidase family M32
kfl00077_0070	CDS	SEC1 family transport protein SLY1
kfl00077_0080	CDS	SF3B3, SAP130, RSE1; splicing factor 3B subunit 3
kfl00077_0090	CDS	hypothetical protein
kfl00077_0100	CDS	Nucleoside diphosphate kinase
kfl00077_0110	CDS	hypothetical protein
kfl00077_0120	CDS	Nucleotide/sugar transporter family
kfl00077_0130	CDS	40S ribosomal protein S23
kfl00077_0140	CDS	Hypoxanthine-guanine phosphoribosyltransferase
kfl00077_0150	CDS	Proteinaceous RNase
kfl00077_0160	CDS	hypothetical protein
kfl00077_0170	CDS	hypothetical protein
kfl00077_0180	CDS	hypothetical protein
kfl00077_0190	CDS	hypothetical protein
kfl00077_0200	CDS	hypothetical protein
kfl00077_0210	CDS	hypothetical protein
kfl00077_0220	CDS	putative Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
kfl00077_0230	CDS	chloroplast ribosomal protein S6 precursor
kfl00077_0240	CDS	major facilitator superfamily protein
kfl00077_0250	CDS	hypothetical protein
kfl00077_0260	CDS	hypothetical protein
kfl00077_0270	CDS	hypothetical protein
kfl00077_0280	CDS	DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22
kfl00077_0290	CDS	hypothetical protein
kfl00077_0300	CDS	hypothetical protein
kfl00078_0010	CDS	hypothetical protein
kfl00078_0020	CDS	hypothetical protein
kfl00078_0030	CDS	mRNA capping enzyme family protein
kfl00078_0040	CDS	hypothetical protein
kfl00078_0050	CDS	hypothetical protein
kfl00078_0060	CDS	hypothetical protein
kfl00078_0070	CDS	hypothetical protein
kfl00078_0080	CDS	hypothetical protein
kfl00078_0090	CDS	Pyruvate dehydrogenase E1, alpha subunit
kfl00078_0100	CDS	mitochondrial substrate carrier protein
kfl00078_0110	CDS	molybdenum cofactor sulfurase (ABA3)
kfl00078_0120	CDS	Hypothetical protein
kfl00078_0130	CDS	hypothetical protein
kfl00078_0140	CDS	GroES-like zinc-binding alcohol dehydrogenase family protein
kfl00078_0150	CDS	hypothetical protein
kfl00078_0160	CDS	hypothetical protein
kfl00078_0170	CDS	hypothetical protein
kfl00078_0180	CDS	hypothetical protein
kfl00078_0190	CDS	hypothetical protein
kfl00078_0200	CDS	hypothetical protein
kfl00078_0210	CDS	methionine synthase
kfl00078_0220	CDS	hypothetical protein
kfl00078_0230	CDS	putative BRICK1
kfl00078_0240	CDS	cation efflux family protein
kfl00078_0250	CDS	hypothetical protein
kfl00078_0260	CDS	hypothetical protein
kfl00078_0270	CDS	hypothetical protein
kfl00078_0280	CDS	Kinesin light chain
kfl00078_0290	CDS	eukaryotic translation initiation factor eIF-3 subunit A
kfl00078_0300	CDS	hypothetical protein
kfl00078_0310	CDS	hypothetical protein
kfl00078_0320	CDS	hypothetical protein
kfl00078_0330	CDS	hypothetical protein
kfl00078_0340	CDS	hypothetical protein
kfl00078_0350	CDS	S-adenosyl-L-methionine-dependent methyltransferases
kfl00078_0360	CDS	ABCG2; ATP-binding cassette, subfamily G (WHITE), member 2
kfl00078_0370	CDS	ABC transporter G family
kfl00079_0010	CDS	SECY homolog 1
kfl00079_0020	CDS	lysophosphatidyl acyltransferase 2
kfl00079_0030	CDS	hypothetical protein
kfl00079_0040	CDS	hypothetical protein
kfl00079_0050	CDS	hypothetical protein
kfl00079_0060	CDS	hypothetical protein
kfl00079_0070	CDS	Zinc finger, RING-type domain containing protein
kfl00079_0080	CDS	hypothetical protein
kfl00079_0090	CDS	Phenylalanyl-tRNA synthetase, class IIc, beta subunit
kfl00079_0100	CDS	NDUFA6; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6
kfl00079_0110	CDS	Mn2+ and Fe2+ transporter
kfl00079_0120	CDS	IMP dehydrogenase/GMP reductase
kfl00079_0130	CDS	Putative protein phosphatase inhibitor 2
kfl00079_0140	CDS	hypothetical protein
kfl00079_0150	CDS	Rer1 protein
kfl00079_0160	CDS	eukaryotic translation initiation factor eIF-5A
kfl00079_0170	CDS	Glycosyl transferase containing protein
kfl00079_0180	CDS	mitochondrial or chloroplast ribosomal protein S16 precursor
kfl00079_0190	CDS	pfkb-like carbohydrate kinase family protein
kfl00079_0200	CDS	hypothetical protein
kfl00079_0210	CDS	hypothetical protein
kfl00079_0220	CDS	hypothetical protein
kfl00079_0230	CDS	hypothetical protein
kfl00079_0240	CDS	plastocyanin, PetE protein
kfl00079_0250	CDS	major facilitator superfamily protein
kfl00079_0260	CDS	hypothetical protein
kfl00079_0270	CDS	hypothetical protein
kfl00079_0280	CDS	E6.3.3.2; 5-formyltetrahydrofolate cyclo-ligase
kfl00079_0290	CDS	hypothetical protein
kfl00079_0300	CDS	hypothetical protein
kfl00079_0310	CDS	hypothetical protein
kfl00079_0320	CDS	hypothetical protein
kfl00079_0330	CDS	hypothetical protein
kfl00079_0340	CDS	heparan-alpha-glucosaminide N-acetyltransferase,(HGSNAT)
kfl00079_0350	CDS	GOT1; aspartate aminotransferase, cytoplasmic
kfl00079_0360	CDS	Metallopeptidase M24 family protein
kfl00079_0370	CDS	hypothetical protein
kfl00079_0380	CDS	Ras-related GTPase
kfl00079_0390	CDS	hypothetical protein
kfl00079_0400	CDS	hypothetical protein
kfl00079_0410	CDS	hypothetical protein
kfl00079_0420	CDS	hypothetical protein
kfl00079_0430	CDS	hypothetical protein
kfl00079_0440	CDS	bZIP transcription factor
kfl00079_0450	CDS	hypothetical protein
kfl00079_0460	CDS	hypothetical protein
kfl00080_0010	CDS	protein involved in DNA repair and sumoylate
kfl00080_0020	CDS	purple acid phosphatase
kfl00080_0030	CDS	NLI interacting factor-like phosphatase
kfl00080_0040	CDS	protein with JUMONJI domain
kfl00080_0050	CDS	hypothetical protein
kfl00080_0060	CDS	hexose transporter
kfl00080_0070	CDS	cation-chloride co-transporter protein
kfl00080_0080	CDS	hypothetical protein
kfl00080_0090	CDS	Translation elongation factor 2
kfl00080_0100	CDS	hypothetical protein
kfl00080_0110	CDS	Helicase conserved C-terminal domain containing protein
kfl00080_0120	CDS	3-ketoacyl-acyl carrier protein synthase, mitochondria
kfl00080_0130	CDS	hypothetical protein
kfl00080_0140	CDS	heat shock protein
kfl00080_0150	CDS	Expansin
kfl00080_0160	CDS	hypothetical protein
kfl00080_0170	CDS	splicing factor
kfl00080_0180	CDS	Hypothetical protein
kfl00080_0190	CDS	hypothetical protein
kfl00080_0200	CDS	CYCLIN D
kfl00080_0210	CDS	Spc97 / Spc98 family of spindle pole body (SBP) component
kfl00080_0220	CDS	hypothetical protein
kfl00080_0230	CDS	hypothetical protein
kfl00080_0240	CDS	hypothetical protein
kfl00080_0250	CDS	hypothetical protein
kfl00080_0260	CDS	expansin
kfl00080_0270	CDS	hypothetical protein
kfl00080_0280	CDS	F-box family protein
kfl00080_0290	CDS	charged multivesicular body protein 7,(CHMP7)
kfl00080_0300	CDS	PIGV; phosphatidylinositol glycan, class V
kfl00080_0310	CDS	Sirtuin family protein
kfl00080_0320	CDS	Triacylglycerol lipase
kfl00080_0330	CDS	bZIP transcription factor family protein
kfl00080_0340	CDS	hypothetical protein
kfl00080_0350	CDS	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
kfl00080_0360	CDS	hypothetical protein
kfl00081_0010p	CDS	hypothetical protein
kfl00081_0020	CDS	Dual specificity protein phosphatase family protein
kfl00081_0030	CDS	Putative histidine kinase containing cheY-homologous receiver domain, GAF domain and PAS domain
kfl00081_0040	CDS	hypothetical protein
kfl00081_0050	CDS	hypothetical protein
kfl00081_0060	CDS	hypothetical protein
