proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
20677	1.3.1.34	2,4-dienoyl-CoA reductase (NADPH).	Trans-2,3-didehydroacyl-CoA + NADP(+) = trans,trans-2,3,4,5- tetradehydroacyl-CoA + NADPH.	\N	\N	\N	\N	\N
20708	3.4.11.21	Aspartyl aminopeptidase.	Release of an N-terminal aspartate or glutamate from a peptide, with a preference for aspartate.	\N	\N	\N	\N	\N
20757	4.1.1.37	Uroporphyrinogen decarboxylase.	Uroporphyrinogen-III = coproporphyrinogen + 4 CO(2).	\N	Porphyria cutanea tarda; MIM:176090. Porphyria, hepatoerythropoietic; MIM:176100.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
20773	4.2.1.70	Pseudouridylate synthase.	Uracil + D-ribose 5-phosphate = pseudouridine 5'-phosphate + H(2)O.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
20787	3.4.24.64	Mitochondrial processing peptidase.	Release of N-terminal transit peptides from precursor proteins imported into the mitochondrion, typically with Arg in position P2.	Zinc.	\N	\N	\N	\N
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
20833	2.1.1.-	Methyltransferases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
20857	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
20893	4.2.1.70	Pseudouridylate synthase.	Uracil + D-ribose 5-phosphate = pseudouridine 5'-phosphate + H(2)O.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
20905	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
20905	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
20905	3.5.1.1	Asparaginase.	L-asparagine + H(2)O = L-aspartate + NH(3).	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
20934	1.1.1.85	3-isopropylmalate dehydrogenase.	3-carboxy-2-hydroxy-4-methylpentanoate + NAD(+) = 3-carboxy-4-methyl-2- oxopentanoate + NADH.	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
21030	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
21030	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
21030	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
21046	5.4.99.8	Cycloartenol synthase.	(S)-2,3-epoxysqualene = cycloartenol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
21116	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.	\N	Citrullinemia; MIM:215700.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
21116	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.	\N	Citrullinemia; MIM:215700.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
21116	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.	\N	Citrullinemia; MIM:215700.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
21135	3.4.25.-	Threonine endopeptidases.	\N	\N	\N	\N	\N	\N
21183	3.6.1.1	Inorganic pyrophosphatase.	Diphosphate + H(2)O = 2 phosphate.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
21228	2.7.-.-	Transferring phosphorous-containing groups.	\N	\N	\N	\N	\N	\N
21296	2.8.1.6	Biotin synthase.	Dethiobiotin + sulfur = biotin.	Iron-sulfur.	\N	Biotin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
21316	5.99.1.3	DNA topoisomerase (ATP-hydrolysing).	ATP-dependent breakage, passage and rejoining of double-stranded DNA.	\N	Ataxia-telangiectasia; MIM:208900.	\N	\N	\N
21350	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
21350	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
21350	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
21369	3.5.-.-	Acting on carbon-nitrogen bonds, other than peptide bonds.	\N	\N	\N	\N	\N	\N
21388	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
21388	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
21420	2.3.1.88	Peptide alpha-N-acetyltransferase.	Acetyl-CoA + peptide = CoA + N-acetylpeptide.	\N	\N	\N	\N	\N
21430	3.6.4.9	Chaperonin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N
21513	6.1.1.9	Valine--tRNA ligase.	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
21513	6.1.1.9	Valine--tRNA ligase.	ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
21543	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
21543	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
21543	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
21543	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
21548	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
21592	4.1.1.20	Diaminopimelate decarboxylase.	Meso-2,6-diaminoheptanedioate = L-lysine + CO(2).	Pyridoxal-phosphate.	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
21608	1.1.1.206	Tropine dehydrogenase.	Tropine + NADP(+) = tropinone + NADPH.	\N	\N	Alkaloid biosynthesis II	Biosynthesis of Secondary Metabolites	METABOLIC
21660	2.7.1.137	1-phosphatidylinositol 3-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 3-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
21868	3.5.4.16	GTP cyclohydrolase I.	GTP + 2 H(2)O = formate + 2-amino-4-hydroxy-6-(erythro-1,2,3- trihydroxypropyl)dihydropteridine triphosphate.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
21882	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
21882	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
21882	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
21912	3.1.-.-	Acting on ester bonds.	\N	\N	\N	\N	\N	\N
21982	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N
21988	2.7.9.1	Pyruvate,phosphate dikinase.	ATP + pyruvate + phosphate = AMP + phosphoenolpyruvate + diphosphate.	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC
21988	2.7.9.1	Pyruvate,phosphate dikinase.	ATP + pyruvate + phosphate = AMP + phosphoenolpyruvate + diphosphate.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
22019	1.3.99.-	With other acceptors.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
22019	1.3.99.-	With other acceptors.	\N	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
22019	1.3.99.-	With other acceptors.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
22117	3.5.4.4	Adenosine deaminase.	Adenosine + H(2)O = inosine + NH(3).	\N	Severe combined immunodeficiency (SCID); MIM:102700.	Purine metabolism	Nucleotide Metabolism	METABOLIC
22122	1.2.1.12	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).	D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = 3-phospho-D- glyceroyl phosphate + NADH.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
22122	1.2.1.12	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).	D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = 3-phospho-D- glyceroyl phosphate + NADH.	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC
22187	1.4.4.2	Glycine dehydrogenase (decarboxylating).	Glycine + lipoylprotein = S-aminomethyldihydrolipoylprotein + CO(2).	Pyridoxal-phosphate.	Nonketotic hyperglycinemia type II; MIM:238310.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
22247	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
22357	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
22357	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
22357	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
22404	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Purine metabolism	Nucleotide Metabolism	METABOLIC
22404	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
22404	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Carbon fixation	Energy Metabolism	METABOLIC
22404	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
22411	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase.	2,3-dihydro-2,3-dihydroxybenzoate + NAD(+) = 2,3-dihydroxybenzoate + NADH.	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
22418	1.11.1.6	Catalase.	2 H(2)O(2) = O(2) + 2 H(2)O.	Heme; Manganese.	Acatalasia; MIM:115500.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
22418	1.11.1.6	Catalase.	2 H(2)O(2) = O(2) + 2 H(2)O.	Heme; Manganese.	Acatalasia; MIM:115500.	Methane metabolism	Energy Metabolism	METABOLIC
22510	1.14.19.-	With oxidation of a pair of donors resulting in the reduction	\N	\N	\N	\N	\N	\N
22525	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
22554	2.4.1.132	Glycolipid 3-alpha-mannosyltransferase.	Transfers an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-1,3-D-mannosyl-D-mannose linkage.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
22568	1.1.3.15	(S)-2-hydroxy-acid oxidase.	(S)-2-hydroxy-acid + O(2) = 2-oxo acid + H(2)O(2).	FMN.	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
22597	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
22597	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
22597	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
22609	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
22609	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
22609	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
22658	6.5.1.4	RNA-3'-phosphate cyclase.	ATP + RNA 3'-terminal-phosphate = AMP + diphosphate + RNA terminal- 2',3'-cyclic-phosphate.	\N	\N	\N	\N	\N
22677	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
22677	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
22677	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
22677	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
22868	5.4.99.7	Lanosterol synthase.	(S)-2,3-epoxysqualene = lanosterol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
22896	3.6.3.16	Arsenite-transporting ATPase.	ATP + H(2)O + arsenite(In) = ADP + phosphate + arsenite(Out).	\N	\N	\N	\N	\N
22901	3.4.16.5	Carboxypeptidase C.	Release of a C-terminal amino acid with a broad specificity.	\N	\N	\N	\N	\N
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
22909	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
22913	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Purine metabolism	Nucleotide Metabolism	METABOLIC
22913	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
22913	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Carbon fixation	Energy Metabolism	METABOLIC
22913	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
22955	6.3.2.1	Pantoate--beta-alanine ligase.	ATP + (R)-pantoate + beta-alanine = AMP + diphosphate + (R)-pantothenate.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
22955	6.3.2.1	Pantoate--beta-alanine ligase.	ATP + (R)-pantoate + beta-alanine = AMP + diphosphate + (R)-pantothenate.	\N	\N	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
22974	6.2.1.1	Acetate--CoA ligase.	ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA.	\N	\N	Reductive carboxylate cycle (CO2 fixation)	Energy Metabolism	METABOLIC
22974	6.2.1.1	Acetate--CoA ligase.	ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA.	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
22974	6.2.1.1	Acetate--CoA ligase.	ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
22974	6.2.1.1	Acetate--CoA ligase.	ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA.	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
22993	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
22993	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
22993	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
22993	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Carbon fixation	Energy Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
23059	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
23077	3.1.1.47	2-acetyl-1-alkylglycerophosphocholine esterase.	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + H(2)O = 1-alkyl-sn- glycero-3-phosphocholine + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
23164	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
