Gene ID	GO	KOG	ENZYME
ostta14g00930	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g00930" target="_blank">ostta14g00930</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004018" target="_blank">N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity (GO:0004018)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009152" target="_blank">purine ribonucleotide biosynthetic process (GO:0009152)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2700" target="_blank">KOG2700</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.3.2.2" target="_blank">4.3.2.2</a>
ostta14g00940	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g00940" target="_blank">ostta14g00940</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003899" target="_blank">DNA-directed 5'-3' RNA polymerase activity (GO:0003899)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0034062" target="_blank">5'-3' RNA polymerase activity (GO:0034062)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0262" target="_blank">KOG0262</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.6" target="_blank">2.7.7.6</a>
ostta14g00950	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g00950" target="_blank">ostta14g00950</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">protein kinase activity (GO:0004672)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">protein phosphorylation (GO:0006468)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004674" target="_blank">protein serine/threonine kinase activity (GO:0004674)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0603" target="_blank">KOG0603</a>	
ostta14g00960	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g00960" target="_blank">ostta14g00960</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0121" target="_blank">KOG0121</a>	
ostta14g00980	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g00980" target="_blank">ostta14g00980</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006284" target="_blank">base-excision repair (GO:0006284)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004519" target="_blank">endonuclease activity (GO:0004519)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051539" target="_blank">4 iron, 4 sulfur cluster binding (GO:0051539)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006281" target="_blank">DNA repair (GO:0006281)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003906" target="_blank">DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1921" target="_blank">KOG1921</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.2.99.18" target="_blank">4.2.99.18</a>
ostta14g00990	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g00990" target="_blank">ostta14g00990</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2486" target="_blank">KOG2486</a>	
ostta14g01010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01010" target="_blank">ostta14g01010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005975" target="_blank">carbohydrate metabolic process (GO:0005975)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042578" target="_blank">phosphoric ester hydrolase activity (GO:0042578)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042132" target="_blank">fructose 1,6-bisphosphate 1-phosphatase activity (GO:0042132)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1458" target="_blank">KOG1458</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.11" target="_blank">3.1.3.11</a>
ostta14g01030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01030" target="_blank">ostta14g01030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1000" target="_blank">KOG1000</a>	
ostta14g01040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01040" target="_blank">ostta14g01040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004518" target="_blank">nuclease activity (GO:0004518)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006289" target="_blank">nucleotide-excision repair (GO:0006289)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019538" target="_blank">protein metabolic process (GO:0019538)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1051" target="_blank">KOG1051</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.4.21.92" target="_blank">3.4.21.92</a>
ostta14g01050	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01050" target="_blank">ostta14g01050</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006270" target="_blank">DNA replication initiation (GO:0006270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008094" target="_blank">DNA-dependent ATPase activity (GO:0008094)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0478" target="_blank">KOG0478</a>	
ostta14g01060	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01060" target="_blank">ostta14g01060</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3257" target="_blank">KOG3257</a>	
ostta14g01070	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01070" target="_blank">ostta14g01070</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a>		
ostta14g01075	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01075" target="_blank">ostta14g01075</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008817" target="_blank">cob(I)yrinic acid a,c-diamide adenosyltransferase activity (GO:0008817)</a>		<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.17" target="_blank">2.5.1.17</a>
ostta14g01080	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01080" target="_blank">ostta14g01080</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004812" target="_blank">aminoacyl-tRNA ligase activity (GO:0004812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004821" target="_blank">histidine-tRNA ligase activity (GO:0004821)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006427" target="_blank">histidyl-tRNA aminoacylation (GO:0006427)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1936" target="_blank">KOG1936</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.1.1.21" target="_blank">6.1.1.21</a>
ostta14g01100	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01100" target="_blank">ostta14g01100</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009982" target="_blank">pseudouridine synthase activity (GO:0009982)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042299" target="_blank">lupeol synthase activity (GO:0042299)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042300" target="_blank">beta-amyrin synthase activity (GO:0042300)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2364" target="_blank">KOG2364</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.4.99.-" target="_blank">5.4.99.-</a>
ostta14g01105	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01105" target="_blank">ostta14g01105</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016616" target="_blank">oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">NAD binding (GO:0051287)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0048037" target="_blank">cofactor binding (GO:0048037)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0069" target="_blank">KOG0069</a>	
ostta14g01110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01110" target="_blank">ostta14g01110</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005525" target="_blank">GTP binding (GO:0005525)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000810" target="_blank">diacylglycerol diphosphate phosphatase activity (GO:0000810)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004787" target="_blank">thiamine-pyrophosphatase activity (GO:0004787)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008413" target="_blank">8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity (GO:0008413)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008758" target="_blank">UDP-2,3-diacylglucosamine hydrolase activity (GO:0008758)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008796" target="_blank">bis(5'-nucleosyl)-tetraphosphatase activity (GO:0008796)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008828" target="_blank">dATP pyrophosphohydrolase activity (GO:0008828)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016462" target="_blank">pyrophosphatase activity (GO:0016462)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019176" target="_blank">dihydroneopterin monophosphate phosphatase activity (GO:0019176)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019177" target="_blank">dihydroneopterin triphosphate pyrophosphohydrolase activity (GO:0019177)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043141" target="_blank">(GO:0043141)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1424" target="_blank">KOG1424</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.-" target="_blank">3.6.1.-</a>
ostta14g01120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01120" target="_blank">ostta14g01120</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016071" target="_blank">mRNA metabolic process (GO:0016071)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1774" target="_blank">KOG1774</a>	
ostta14g01155	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01155" target="_blank">ostta14g01155</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008967" target="_blank">phosphoglycolate phosphatase activity (GO:0008967)</a>		
ostta14g01160	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01160" target="_blank">ostta14g01160</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0526" target="_blank">KOG0526</a>	
ostta14g01210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01210" target="_blank">ostta14g01210</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG4254" target="_blank">KOG4254</a>	
ostta14g01220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01220" target="_blank">ostta14g01220</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0044238" target="_blank">primary metabolic process (GO:0044238)</a>		
ostta14g01230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01230" target="_blank">ostta14g01230</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">electron transfer activity (GO:0009055)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051536" target="_blank">iron-sulfur cluster binding (GO:0051536)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006355" target="_blank">regulation of transcription, DNA-templated (GO:0006355)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008134" target="_blank">transcription factor binding (GO:0008134)</a>		
ostta14g01245	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01245" target="_blank">ostta14g01245</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0010181" target="_blank">FMN binding (GO:0010181)</a>		
ostta14g01270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/OsttaV2/current/ostta14g01270" target="_blank">ostta14g01270</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004386" target="_blank">helicase activity (GO:0004386)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008026" target="_blank">(GO:0008026)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0329" target="_blank">KOG0329</a>	
