Gene ID	GO	KOG	ENZYME
Naga_100040g12	<a href="http://www.nannochloropsis.org/gene/Naga_100040g12" target="_blank">Naga_100040g12</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008565" target="_blank">(GO:0008565)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006886" target="_blank">intracellular protein transport (GO:0006886)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005643" target="_blank">nuclear pore (GO:0005643)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">binding (GO:0005488)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1410" target="_blank">KOG1410</a>	
Naga_100040g15	<a href="http://www.nannochloropsis.org/gene/Naga_100040g15" target="_blank">Naga_100040g15</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0033014" target="_blank">tetrapyrrole biosynthetic process (GO:0033014)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004852" target="_blank">uroporphyrinogen-III synthase activity (GO:0004852)</a>		<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.75" target="_blank">4.2.1.75</a>
Naga_100040g16	<a href="http://www.nannochloropsis.org/gene/Naga_100040g16" target="_blank">Naga_100040g16</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051536" target="_blank">iron-sulfur cluster binding (GO:0051536)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">heme binding (GO:0020037)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051539" target="_blank">4 iron, 4 sulfur cluster binding (GO:0051539)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050311" target="_blank">sulfite reductase (ferredoxin) activity (GO:0050311)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0560" target="_blank">KOG0560</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.8.7.1" target="_blank">1.8.7.1</a>
Naga_100040g17	<a href="http://www.nannochloropsis.org/gene/Naga_100040g17" target="_blank">Naga_100040g17</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0108" target="_blank">KOG0108</a>	
Naga_100040g19	<a href="http://www.nannochloropsis.org/gene/Naga_100040g19" target="_blank">Naga_100040g19</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006333" target="_blank">chromatin assembly or disassembly (GO:0006333)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">nucleus (GO:0005634)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003682" target="_blank">chromatin binding (GO:0003682)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000785" target="_blank">chromatin (GO:0000785)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3001" target="_blank">KOG3001</a>	
Naga_100040g29	<a href="http://www.nannochloropsis.org/gene/Naga_100040g29" target="_blank">Naga_100040g29</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008121" target="_blank">ubiquinol-cytochrome-c reductase activity (GO:0008121)</a>		
Naga_100040g35	<a href="http://www.nannochloropsis.org/gene/Naga_100040g35" target="_blank">Naga_100040g35</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>		
Naga_100040g36	<a href="http://www.nannochloropsis.org/gene/Naga_100040g36" target="_blank">Naga_100040g36</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016070" target="_blank">RNA metabolic process (GO:0016070)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004523" target="_blank">RNA-DNA hybrid ribonuclease activity (GO:0004523)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2299" target="_blank">KOG2299</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.26.4" target="_blank">3.1.26.4</a>
Naga_100040g39	<a href="http://www.nannochloropsis.org/gene/Naga_100040g39" target="_blank">Naga_100040g39</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a>		
Naga_100040g41	<a href="http://www.nannochloropsis.org/gene/Naga_100040g41" target="_blank">Naga_100040g41</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0047372" target="_blank">acylglycerol lipase activity (GO:0047372)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1552" target="_blank">KOG1552</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.23" target="_blank">3.1.1.23</a>
Naga_100040g42	<a href="http://www.nannochloropsis.org/gene/Naga_100040g42" target="_blank">Naga_100040g42</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019538" target="_blank">protein metabolic process (GO:0019538)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042626" target="_blank">ATPase-coupled transmembrane transporter activity (GO:0042626)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042625" target="_blank">ATPase-coupled ion transmembrane transporter activity (GO:0042625)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042624" target="_blank">(GO:0042624)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042623" target="_blank">(GO:0042623)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0017116" target="_blank">single-stranded DNA helicase activity (GO:0017116)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">ATPase activity (GO:0016887)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015462" target="_blank">ATPase-coupled protein transmembrane transporter activity (GO:0015462)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008186" target="_blank">RNA-dependent ATPase activity (GO:0008186)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008094" target="_blank">DNA-dependent ATPase activity (GO:0008094)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008026" target="_blank">(GO:0008026)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004004" target="_blank">(GO:0004004)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004003" target="_blank">(GO:0004003)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1051" target="_blank">KOG1051</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.3" target="_blank">3.6.1.3</a>
Naga_100040g44	<a href="http://www.nannochloropsis.org/gene/Naga_100040g44" target="_blank">Naga_100040g44</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">hydrolase activity (GO:0016787)</a>		
Naga_100040g47	<a href="http://www.nannochloropsis.org/gene/Naga_100040g47" target="_blank">Naga_100040g47</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005956" target="_blank">protein kinase CK2 complex (GO:0005956)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3092" target="_blank">KOG3092</a>	
Naga_100027g2	<a href="http://www.nannochloropsis.org/gene/Naga_100027g2" target="_blank">Naga_100027g2</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">unfolded protein binding (GO:0051082)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">protein folding (GO:0006457)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0044267" target="_blank">cellular protein metabolic process (GO:0044267)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0357" target="_blank">KOG0357</a>	
Naga_100027g5	<a href="http://www.nannochloropsis.org/gene/Naga_100027g5" target="_blank">Naga_100027g5</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">membrane (GO:0016020)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015662" target="_blank">ion transmembrane transporter activity, phosphorylative mechanism (GO:0015662)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006810" target="_blank">transport (GO:0006810)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006812" target="_blank">cation transport (GO:0006812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005391" target="_blank">sodium:potassium-exchanging ATPase activity (GO:0005391)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0203" target="_blank">KOG0203</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.9" target="_blank">3.6.3.9</a>
Naga_100027g6	<a href="http://www.nannochloropsis.org/gene/Naga_100027g6" target="_blank">Naga_100027g6</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015299" target="_blank">solute:proton antiporter activity (GO:0015299)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006885" target="_blank">regulation of pH (GO:0006885)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1965" target="_blank">KOG1965</a>	
Naga_100027g12	<a href="http://www.nannochloropsis.org/gene/Naga_100027g12" target="_blank">Naga_100027g12</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016485" target="_blank">protein processing (GO:0016485)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">integral component of membrane (GO:0016021)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2657" target="_blank">KOG2657</a>	
Naga_100027g13	<a href="http://www.nannochloropsis.org/gene/Naga_100027g13" target="_blank">Naga_100027g13</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006979" target="_blank">response to oxidative stress (GO:0006979)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004602" target="_blank">glutathione peroxidase activity (GO:0004602)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1651" target="_blank">KOG1651</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.11.1.9" target="_blank">1.11.1.9</a>
Naga_100027g14	<a href="http://www.nannochloropsis.org/gene/Naga_100027g14" target="_blank">Naga_100027g14</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003995" target="_blank">acyl-CoA dehydrogenase activity (GO:0003995)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016627" target="_blank">oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">metabolic process (GO:0008152)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">flavin adenine dinucleotide binding (GO:0050660)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG0138" target="_blank">KOG0138</a>	
Naga_100027g15	<a href="http://www.nannochloropsis.org/gene/Naga_100027g15" target="_blank">Naga_100027g15</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003677" target="_blank">DNA binding (GO:0003677)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006284" target="_blank">base-excision repair (GO:0006284)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006281" target="_blank">DNA repair (GO:0006281)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004519" target="_blank">endonuclease activity (GO:0004519)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">catalytic activity (GO:0003824)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003906" target="_blank">DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1921" target="_blank">KOG1921</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=4.2.99.18" target="_blank">4.2.99.18</a>
Naga_100027g23	<a href="http://www.nannochloropsis.org/gene/Naga_100027g23" target="_blank">Naga_100027g23</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004527" target="_blank">exonuclease activity (GO:0004527)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003676" target="_blank">nucleic acid binding (GO:0003676)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043765" target="_blank">T/G mismatch-specific endonuclease activity (GO:0043765)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042578" target="_blank">phosphoric ester hydrolase activity (GO:0042578)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004518" target="_blank">nuclease activity (GO:0004518)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2248" target="_blank">KOG2248</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.1.-.-" target="_blank">3.1.-.-</a>
Naga_100027g24	<a href="http://www.nannochloropsis.org/gene/Naga_100027g24" target="_blank">Naga_100027g24</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006418" target="_blank">tRNA aminoacylation for protein translation (GO:0006418)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">cytoplasm (GO:0005737)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">ATP binding (GO:0005524)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004812" target="_blank">aminoacyl-tRNA ligase activity (GO:0004812)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006435" target="_blank">threonyl-tRNA aminoacylation (GO:0006435)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004829" target="_blank">threonine-tRNA ligase activity (GO:0004829)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0043039" target="_blank">tRNA aminoacylation (GO:0043039)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1637" target="_blank">KOG1637</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.1.1.3" target="_blank">6.1.1.3</a>
Naga_100027g27	<a href="http://www.nannochloropsis.org/gene/Naga_100027g27" target="_blank">Naga_100027g27</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">oxidoreductase activity (GO:0016491)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004768" target="_blank">stearoyl-CoA 9-desaturase activity (GO:0004768)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG1600" target="_blank">KOG1600</a>	
Naga_100027g29	<a href="http://www.nannochloropsis.org/gene/Naga_100027g29" target="_blank">Naga_100027g29</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0017111" target="_blank">nucleoside-triphosphatase activity (GO:0017111)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000166" target="_blank">nucleotide binding (GO:0000166)</a>		
Naga_100027g30	<a href="http://www.nannochloropsis.org/gene/Naga_100027g30" target="_blank">Naga_100027g30</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008270" target="_blank">zinc ion binding (GO:0008270)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">protein binding (GO:0005515)</a>		
Naga_100027g31	<a href="http://www.nannochloropsis.org/gene/Naga_100027g31" target="_blank">Naga_100027g31</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005739" target="_blank">mitochondrion (GO:0005739)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004129" target="_blank">cytochrome-c oxidase activity (GO:0004129)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3057" target="_blank">KOG3057</a>	
Naga_100027g32	<a href="http://www.nannochloropsis.org/gene/Naga_100027g32" target="_blank">Naga_100027g32</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004632" target="_blank">phosphopantothenate--cysteine ligase activity (GO:0004632)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG2728" target="_blank">KOG2728</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.5" target="_blank">6.3.2.5</a>
Naga_100027g34	<a href="http://www.nannochloropsis.org/gene/Naga_100027g34" target="_blank">Naga_100027g34</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">translation (GO:0006412)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">ribosome (GO:0005840)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">intracellular (GO:0005622)</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">structural constituent of ribosome (GO:0003735)</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3421" target="_blank">KOG3421</a>	
