Cre01.g000050.t1.1	RWP14
Cre11.g482650.t1.1	EZY3
Cre11.g482900.t1.1	RAB20
Cre11.g483250.t1.1	PHC45
Cre11.g483351.t1.1	PHC44
Cre11.g483400.t1.1	ELG10
Cre12.g483550.t1.2	VPE1
Cre12.g483700.t1.2	RB38
Cre12.g483700.t2.1	RB38
Cre12.g483950.t1.2	MDY4	MDN4
Cre12.g484000.t1.2	BCX1
Cre12.g484050.t1.2	RPL36
Cre12.g484100.t1.2	RPC19
Cre12.g484200.t1.2	GGPS
Cre12.g484250.t1.1	DHC1
Cre12.g484600.t1.2	DMC6
Cre12.g484900.t1.2	FAP83
Cre12.g485000.t1.1	FAP182
Cre12.g485050.t1.2	CAH6
Cre12.g485100.t1.2	FAP326
Cre12.g485150.t1.2	GAP1
Cre12.g485250.t1.1	CSV5
Cre12.g485300.t1.1	CSV6
Cre12.g485632.t1.2	CSB41
Cre12.g485750.t1.1	CGL128
Cre12.g485800.t1.2	FTSH1
Cre12.g485850.t1.2	CPLD64
Cre12.g486100.t1.2	CLPP5
Cre12.g486250.t1.2	FAP333
Cre12.g486300.t1.2	PSAL
Cre12.g486551.t1.1	PHX19
Cre12.g486600.t1.2	MEX1
Cre12.g486700.t1.2	FAP271
Cre12.g486700.t2.1	FAP271
Cre12.g486950.t1.1	CSV7
Cre12.g487000.t1.1	CSV8
Cre12.g487100.t1.2	TSM2
Cre12.g487101.t1.1	CSV9
Cre12.g487150.t1.1	PGM20
Cre12.g487300.t1.2	CSB42
Cre12.g487350.t1.2	CEP19
Cre12.g487402.t1.1	CSB43
Cre12.g487500.t1.1	NYE1
Cre12.g487850.t1.2	CGL49
Cre12.g487900.t1.2	FDX9
Cre12.g488000.t1.2	FFT4
Cre12.g488050.t1.2	FFT5
Cre12.g488100.t1.2	UPF3
Cre12.g488450.t1.1	VSP3
Cre12.g488500.t1.2	ARC6
Cre12.g488850.t1.1	AP2A1
Cre12.g488850.t2.1	AP2A1
Cre12.g489050.t1.2	PCT2
Cre12.g489150.t1.2	SHD1
Cre12.g489153.t1.1	RPL31
Cre12.g489400.t1.2	PTB7
Cre12.g489700.t1.2	OTC1
Cre12.g489750.t1.2	FAP52
Cre12.g489900.t1.1	CYG54
Cre12.g490000.t1.2	EIF2A
Cre12.g490150.t1.1	HEL48
Cre12.g490150.t2.1	HEL48
Cre12.g490300.t1.2	MSD4
Cre12.g490350.t1.1	HDS1
Cre12.g490500.t1.2	CGL78
Cre12.g490700.t1.2	MIN1
Cre12.g491050.t1.2	RIR2
Cre12.g491150.t1.1	VPS55
Cre12.g491500.t1.2	UBC1
Cre12.g491600.t1.1	PTB1
Cre12.g492250.t1.1	TRZ3
Cre12.g492250.t2.1	TRZ3
Cre12.g492300.t1.2	NUO10
Cre12.g492600.t1.2	FAP346
Cre12.g492650.t1.2	FAS2
Cre12.g492700.t1.2	FAS1
Cre12.g492851.t1.1	EBM7
Cre12.g492950.t1.2	RIR1
Cre12.g493150.t1.2	LTO1	VKE1
Cre12.g493250.t1.2	FAP358
Cre12.g493400.t1.1	SMC4
Cre12.g493500.t1.2	SOX1
Cre12.g493550.t1.2	THK3
Cre12.g493700.t1.2	ZXE2
Cre12.g493903.t1.1	CSC7
Cre12.g493903.t2.1	CSC7
Cre12.g493950.t1.2	PRPS13
Cre12.g494000.t1.2	CGL82
Cre12.g494050.t1.2	RPL9
Cre12.g494400.t1.2	MNP2
Cre12.g494450.t1.2	PRPS16
Cre12.g494500.t1.2	CDKI1	LF2
Cre12.g494550.t1.1	RNP10
Cre12.g494550.t2.1	RNP10
Cre12.g494650.t1.1	CSV10
Cre12.g494750.t1.2	PRPS20
Cre12.g494800.t1.1	DII1
Cre12.g494850.t1.2	ADK3
Cre12.g495050.t1.2	OPR51
Cre12.g495100.t1.2	PSR1
Cre12.g495175.t1.1	FAP31
Cre12.g495250.t1.1	FAP31
Cre12.g495300.t1.2	HIS6
Cre12.g495350.t1.1	POC12
Cre12.g495550.t1.2	FAP385
Cre12.g495850.t1.2	HBD1
Cre12.g495951.t1.1	CYN20-3
Cre12.g495951.t2.1	CYN20-3
Cre12.g496100.t1.2	FAP149
Cre12.g496350.t1.2	SSD2
Cre12.g496450.t1.2	RRP4
Cre12.g496500.t1.1	PHC70
Cre12.g496700.t1.2	TRX17
Cre12.g496750.t1.2	NUO8
Cre12.g497000.t1.2	FAP14
Cre12.g497200.t1.2	FAP216
Cre12.g497300.t1.2	CAS1	CAS
Cre12.g497300.t2.1	CAS1	CAS
Cre12.g497350.t1.1	PPR13
Cre12.g497400.t1.2	CGL119
Cre12.g497500.t1.2	SNE7
Cre12.g497650.t1.2	THY28
Cre12.g497653.t1.1	SNE13
Cre12.g497700.t1.2	SNE8
Cre12.g498100.t1.2	EIF3E
Cre12.g498200.t1.2	FAP128
Cre12.g498250.t1.2	RPS17
Cre12.g498350.t1.1	SRE1
Cre12.g498500.t1.2	DEG11	DEG1C
Cre12.g498550.t1.1	CHLM
Cre12.g498600.t1.2	EEF1A1
Cre12.g498650.t1.2	ALK3
Cre12.g498700.t1.2	CPLD13
Cre12.g498750.t1.1	LIP2
Cre12.g498850.t1.2	CEP12
Cre12.g498900.t1.2	RPS7
Cre12.g499050.t1.2	CSB44
Cre12.g499250.t1.1	PDE10
Cre12.g499300.t1.2	PDE31
Cre12.g499350.t1.2	EFH7
Cre12.g499400.t1.2	CYN18-2
Cre12.g499500.t1.1	SAC3
Cre12.g499600.t1.1	CSD5
Cre12.g499850.t1.1	CNK7
Cre12.g499900.t1.2	VPS29
Cre12.g499950.t1.1	CPL18
Cre12.g500150.t1.1	ALD5
Cre12.g500200.t1.1	MPA2
Cre12.g500450.t1.1	TPD1
Cre12.g500500.t1.1	SMT2	SMT1
Cre12.g500500.t2.1	SMT1	SMT2
Cre12.g500600.t1.2	VMA21
Cre12.g500650.t1.2	RNB2
Cre12.g500700.t1.1	LCL2
Cre12.g500750.t1.2	CSB45
Cre12.g500950.t1.2	CLPP4
Cre12.g501050.t1.2	ALD6
Cre12.g501150.t1.2	MLT2
Cre12.g501200.t1.2	SKP1
Cre12.g501400.t1.1	CSB46
Cre12.g501403.t1.2	MLO2
Cre12.g501450.t1.2	SDIR1
Cre12.g501850.t1.1	FFT1
Cre12.g501900.t1.2	FFT2
Cre12.g502000.t1.2	FAP253
Cre12.g502250.t1.2	PLAP4
Cre12.g502350.t1.1	HEL50
Cre12.g502450.t1.1	ELG8
Cre12.g502500.t1.2	ELG34
Cre12.g502600.t1.2	SLT1
Cre12.g502750.t1.2	PFD6
Cre12.g502950.t1.1	CPL15
Cre12.g503000.t1.2	GPT3
Cre12.g503550.t1.2	MEC1
Cre12.g503750.t1.1	FMO14
Cre12.g503800.t1.1	RMT5
Cre12.g503850.t1.1	ARL12
Cre12.g504050.t1.1	LAG2
Cre12.g504100.t1.1	PHX20
Cre12.g504150.t1.2	NIFU2	NFU2
Cre12.g504150.t2.1	NIFU2	NFU2
Cre12.g504200.t1.2	RPS23
Cre12.g504500.t1.2	HTA15
Cre12.g504550.t1.2	HTB15
Cre12.g504600.t1.2	HFO15
Cre12.g504650.t1.2	HTR15
Cre12.g504700.t1.2	HTB16
Cre12.g504750.t1.2	HTA16
Cre12.g504800.t1.2	HTR16
Cre12.g504850.t1.2	HFO16
Cre12.g504950.t1.2	UOX1
Cre12.g505150.t1.1	OPR52
Cre12.g505200.t1.2	HEL51
Cre12.g505250.t1.2	FAP288
Cre12.g505350.t1.2	FAP10
Cre12.g505450.t1.2	HFO17
Cre12.g505500.t1.2	HTR17
Cre12.g505550.t1.2	HTA17
Cre12.g505600.t1.2	HTB17
Cre12.g505750.t1.2	RPB9
Cre12.g505800.t1.1	MSC6
Cre12.g505850.t1.2	CPN23
Cre12.g505900.t1.1	TIM50
Cre12.g505950.t1.2	TIM50
Cre12.g506000.t1.2	DIC2
Cre12.g506200.t1.2	HTB18
Cre12.g506250.t1.2	HTA18
Cre12.g506300.t1.2	HTR18
Cre12.g506350.t1.2	HFO18
Cre12.g506450.t1.2	HFO19
Cre12.g506500.t1.2	HTR19
Cre12.g506600.t1.2	LPN1
Cre12.g506750.t1.1	PHC41
Cre12.g506851.t1.1	BBS3A
Cre12.g507000.t1.1	FFT6
Cre12.g507300.t1.2	LCI30
Cre12.g507400.t1.2	CGL105
Cre12.g507450.t1.2	SYP4
Cre12.g507550.t1.1	OPR3	OPR121
Cre12.g507550.t2.1	OPR121	OPR3
Cre12.g507559.t1.1	HSC20B
Cre12.g507650.t1.2	CDJ1
Cre12.g507650.t2.1	CDJ1
Cre12.g507950.t1.1	CGL98
Cre12.g508000.t1.1	CIM40	TIC40
Cre12.g508300.t1.1	CGL144
Cre12.g508350.t1.2	TPR2
Cre12.g508550.t1.1	PAN2	PANB1
Cre12.g508644.t1.1	HDG1
Cre12.g508700.t1.2	ELG2
Cre12.g508750.t1.2	LHCA2
Cre12.g508853.t1.1	BPL2
Cre12.g508900.t1.2	MAPK6
Cre12.g509000.t1.1	MAPK3
Cre12.g509001.t1.1	RPK2
Cre12.g509050.t1.1	PSBP3
Cre12.g509100.t1.2	FAP307
Cre12.g509250.t1.1	EYE2
Cre12.g509350.t1.2	FAP238
Cre12.g509400.t1.2	RIR3	RIR2L
Cre12.g509550.t1.1	PDE5
Cre12.g509600.t1.1	CDD2
Cre12.g509650.t1.2	PDS1
Cre12.g509750.t1.2	MPPA2
Cre12.g509800.t1.2	FAP286
Cre12.g509850.t1.1	MLT1
Cre12.g510050.t1.2	CTH1
Cre12.g510100.t1.1	ATG4
Cre12.g510250.t1.2	VTC1
Cre12.g510300.t1.1	UBC21
Cre12.g510400.t1.1	CPLD30
Cre12.g510450.t1.2	RPS28
Cre12.g510650.t1.2	FBP2
Cre12.g510800.t1.2	CHLI2
Cre12.g510850.t1.2	CGL73
Cre12.g510900.t1.2	HSLU1
Cre12.g511050.t1.2	RSP16
Cre12.g511150.t1.2	GPD1
Cre12.g511200.t1.2	NUOS5
Cre12.g511400.t1.1	PPR4
Cre12.g511640.t1.1	PIGX
Cre12.g511750.t1.2	FAP105
Cre12.g511850.t1.2	GSK3
Cre12.g511900.t1.2	RPE1
Cre12.g512100.t1.1	PIF1
Cre12.g512200.t1.1	MFT26
Cre12.g512250.t1.1	RRP7
Cre12.g512600.t1.2	RPL18
Cre12.g512750.t1.1	TEF20
Cre12.g512750.t2.1	TEF20
Cre12.g512950.t1.2	CIT1
Cre12.g513000.t1.1	GTR17
Cre12.g513150.t1.2	MIA40
Cre12.g513200.t1.2	PGH1
Cre12.g513300.t1.2	CGL23
Cre12.g513400.t1.1	EBG1
Cre12.g513450.t1.2	TUH1
Cre12.g513500.t1.2	XAB2
Cre12.g513650.t1.2	FAP342
Cre12.g513700.t1.1	HEL52
Cre12.g513750.t1.1	GRX1
Cre12.g513950.t1.2	SUFD1	SUFD
Cre12.g514000.t1.2	LAG1
Cre12.g514050.t1.2	GSF1
Cre12.g514250.t1.2	HLM17
Cre12.g514500.t1.2	RPS11
Cre12.g514650.t1.2	CNK6
Cre12.g514750.t1.2	CIS1
Cre12.g514850.t1.2	HSP90C
Cre12.g514900.t1.2	TIM10
Cre12.g514950.t1.1	CGLD17
Cre12.g515200.t1.2	DRC6
Cre12.g515250.t1.1	ROC7
Cre12.g515450.t1.1	UBC22
Cre12.g515550.t1.2	VPS33
Cre12.g515650.t1.2	EIF3K
Cre12.g515750.t1.1	NTP5
Cre12.g515850.t1.2	PCN1
Cre12.g515900.t1.2	TOPBP1
Cre12.g516200.t1.2	EFG2
Cre12.g516300.t1.1	CGL154
Cre12.g516350.t1.2	COX10
Cre12.g516450.t1.2	CAG1
Cre12.g516500.t1.1	CUL2
Cre12.g516550.t1.2	GTR16
Cre12.g516950.t1.2	SAS6
Cre12.g517000.t1.1	MAPKKK7
Cre12.g517050.t1.2	FAP117
Cre12.g517150.t1.1	MET16
Cre12.g517350.t1.2	LSD1
Cre12.g517400.t1.2	RAB5
Cre12.g517700.t1.2	NYC1
Cre12.g517900.t1.1	SECA1
Cre12.g518000.t1.1	SECA2
Cre12.g518000.t2.1	SECA2
Cre12.g518050.t1.2	FAP261
Cre12.g518200.t1.1	DNJ3
Cre12.g518350.t1.1	CYG18
Cre12.g518550.t1.1	FAP54
Cre12.g518650.t1.2	BSD1
Cre12.g518950.t1.2	PGM13
Cre12.g519000.t1.1	ASB2
Cre12.g519100.t1.2	ACC1
Cre12.g519180.t1.1	EFT1a
Cre12.g519180.t2.1	EFT1a
Cre12.g519180.t3.1	EFT1a
Cre12.g519180.t4.1	EFT1a
Cre12.g519300.t1.2	TEF9
Cre12.g519350.t1.2	PHB2
Cre12.g519500.t1.2	CAX1
Cre12.g519550.t1.1	OPR53
Cre12.g519950.t1.1	FAP42
Cre12.g520100.t1.1	CYG66
Cre12.g520200.t1.1	CPL8
Cre12.g520250.t1.2	PAF1
Cre12.g520350.t1.2	ALD1
Cre12.g520400.t1.2	MRPL4
Cre12.g520450.t1.1	SGT1
Cre12.g520450.t2.1	SGT1
Cre12.g520500.t1.1	RPP0
Cre12.g520550.t1.2	TRN1
Cre12.g520600.t1.2	PRPS6
Cre12.g520650.t1.2	TLP1
Cre12.g520950.t1.1	DIC4
Cre12.g521150.t1.2	CGL19
Cre12.g521200.t1.2	RFC1
Cre12.g521250.t1.2	PPE1
Cre12.g521350.t1.2	SLY1
Cre12.g521450.t1.1	CLPP2
Cre12.g521700.t1.2	SSS6
Cre12.g522150.t1.1	FAP194
Cre12.g522350.t1.2	TSW1
Cre12.g522450.t1.2	SEC31
Cre12.g522550.t1.2	FLA8
Cre12.g522600.t1.2	CYC2
Cre12.g522850.t1.2	HEL55
Cre12.g522900.t1.2	LYR4
Cre12.g522950.t1.2	MIND1
Cre12.g523050.t1.1	CCT11
Cre12.g523150.t1.2	PFD5
Cre12.g523200.t1.1	NURF55
Cre12.g523300.t1.2	GTR22
Cre12.g523500.t1.2	DER1
Cre12.g523550.t1.1	UMM11
Cre12.g523650.t1.2	HLM19
Cre12.g523850.t1.2	QCR1	MPPB
Cre12.g524000.t1.2	SUC1
Cre12.g524100.t1.2	CBP80
Cre12.g524150.t1.1	POLH2
Cre12.g524150.t2.1	POLH2
Cre12.g524200.t1.2	SPC25
Cre12.g524300.t1.2	CGL71
Cre12.g524350.t1.1	HUS1
Cre12.g524450.t1.1	PTP3
Cre12.g524650.t1.2	HDA18
Cre12.g524650.t2.1	HDA18
Cre12.g524700.t1.2	HAD4
Cre12.g525050.t1.1	SMC6A
Cre12.g525100.t1.2	SMC6B
Cre12.g525200.t1.2	NOP56
Cre12.g525400.t1.1	PTK15
Cre12.g525500.t1.1	GCP2
Cre12.g525550.t1.2	MPA10
Cre12.g525650.t1.2	SUFS1
Cre12.g525700.t1.2	HCS1
Cre12.g525990.t1.1	HCS5
Cre12.g526700.t1.1	RBL9
Cre12.g526750.t1.2	RBM8A
Cre12.g526800.t1.2	GND1
Cre12.g526850.t1.2	HEL56
Cre12.g527300.t1.2	RFC5
Cre12.g527400.t1.1	PGM9
Cre12.g527450.t1.2	CAM17
Cre12.g527700.t1.1	CYG19
Cre12.g527750.t1.2	DLT2
Cre12.g527800.t1.1	DLL3
Cre12.g528000.t1.2	FAP303
Cre12.g528150.t1.2	OST3
Cre12.g528250.t1.1	FAP379
Cre12.g528450.t1.2	ASO1
Cre12.g528600.t1.1	CSB47
Cre12.g528700.t1.2	TRPA1
Cre12.g528750.t1.2	RPL12
Cre12.g528850.t1.1	DLX1
Cre12.g528900.t1.1	RBG1
Cre12.g528950.t1.1	PUF1
Cre12.g529100.t1.2	ATPVL2
Cre12.g529150.t1.2	FAP314
Cre12.g529400.t1.2	RPS27E1
Cre12.g529450.t1.2	DRP5	DRP5A
Cre12.g529450.t2.1	DRP5A	DRP5
Cre12.g529450.t3.1	DRP5	DRP5A
Cre12.g529450.t4.1	DRP5	DRP5A
Cre12.g529550.t1.2	ALK1
Cre12.g529600.t1.2	RPA1
Cre12.g529651.t1.1	RPL7A
Cre12.g529700.t1.2	FAP401
Cre12.g529950.t1.2	EIF4G1
Cre12.g530100.t1.2	CGL83
Cre12.g530300.t1.2	FKB16-3
Cre12.g530350.t1.1	IRT2
Cre12.g530400.t1.2	IRT1
Cre12.g530550.t1.1	KDG2
Cre12.g530600.t1.1	GLN3
Cre12.g530650.t1.1	GLN2
Cre12.g530650.t2.1	GLN2
Cre12.g530950.t1.1	TGL18
Cre12.g531000.t1.2	AMT8
Cre12.g531000.t2.1	AMT8
Cre12.g531050.t1.1	RAA3
Cre12.g531100.t1.2	PBA2
Cre12.g531100.t2.1	PBA2
Cre12.g531200.t1.1	FOX2
Cre12.g531350.t1.1	CGL62
Cre12.g531400.t1.1	NPHP4
Cre12.g531450.t1.2	HPAT3
Cre12.g531500.t1.2	DRC3
Cre12.g531550.t1.2	EIF5B3
Cre12.g531800.t1.1	FAP7
Cre12.g531900.t1.2	FLVA
Cre12.g532151.t1.1	ERM7
Cre12.g532300.t1.1	ATG10
Cre12.g532350.t1.1	CAV8
Cre12.g532550.t1.1	RPL13A
Cre12.g532600.t1.1	CGL44
Cre12.g532850.t1.1	PHR3
Cre12.g533000.t1.2	PHR1
Cre12.g533300.t1.2	SRE2
Cre12.g533351.t1.1	CLPB5
Cre12.g533550.t1.1	PYK1
Cre12.g533800.t1.2	CYN22
Cre12.g533950.t1.1	COT1
Cre12.g534050.t1.2	FAP366
Cre12.g534100.t1.1	CON2
Cre12.g534350.t1.2	HCD2
Cre12.g534450.t1.1	CGL86
Cre12.g534550.t1.1	PHR4
Cre12.g534600.t1.2	TOM20
Cre12.g534700.t1.2	FKB19
Cre12.g534800.t1.1	GCSP
Cre12.g535600.t1.1	DNJ17
Cre12.g535700.t1.1	HSP70D
Cre12.g535750.t1.1	CPA1
Cre12.g535851.t1.1	RPL8
Cre12.g535900.t1.1	ARL1
Cre12.g535950.t1.2	NUOS1
Cre12.g536000.t1.2	ALA2
Cre12.g536050.t1.2	ALA1
Cre12.g536100.t1.2	FAP126
Cre12.g536500.t1.2	CGL10
Cre12.g536550.t1.2	DIC1
Cre12.g536600.t1.1	FAP78
Cre12.g536800.t1.2	CGL52
Cre12.g537100.t1.2	TSV2
Cre12.g537200.t1.2	OGD1
Cre12.g537350.t1.1	NZP1
Cre12.g537350.t2.1	NZP1
Cre12.g537450.t1.2	COX13
Cre12.g537800.t1.2	RPL7
Cre12.g537850.t1.2	CCB2
Cre12.g538000.t1.2	EZY5
Cre12.g538300.t1.1	LF5
Cre12.g538350.t1.1	FTX1
Cre12.g538400.t1.2	RPB4
Cre12.g538450.t1.2	EPT1
Cre12.g538650.t1.1	HEM4
Cre12.g538700.t1.2	CPLD62
Cre12.g538750.t1.2	LSM1
Cre12.g539000.t1.2	ECT1
Cre12.g539100.t1.1	HEL57
Cre12.g540200.t1.2	HEL58
Cre12.g540250.t1.2	SELW1
Cre12.g540350.t1.2	RCD2
Cre12.g540351.t1.1	SELW2
Cre12.g540400.t1.2	RCD1
Cre12.g540500.t1.2	CGL108
Cre12.g541100.t1.2	OTU7
Cre12.g541250.t1.2	NAR1.5
Cre12.g541352.t1.1	LIP1
Cre12.g541352.t2.1	LIP1
Cre12.g541700.t1.2	OPR54
Cre12.g541750.t1.1	ZPD1
Cre12.g541777.t1.1	CGL95
Cre12.g542250.t1.1	TUB1
Cre12.g542300.t1.2	GLYK1
Cre12.g542500.t1.2	MOC1
Cre12.g542601.t1.1	CSB48
Cre12.g542700.t1.2	FAP373
Cre12.g542800.t1.2	RPC2
Cre12.g542850.t1.2	ARD1
Cre12.g542950.t1.1	CGL137
Cre12.g543301.t1.1	CSV11
Cre12.g543303.t1.1	CGLD6
Cre12.g543303.t2.1	CGLD6
Cre12.g543303.t3.1	CGLD6
Cre12.g543350.t1.1	FDH2
Cre12.g543350.t2.1	FDH2
Cre12.g543350.t3.1	FDH2
Cre12.g543400.t1.2	FDH1
Cre12.g543450.t1.2	RBX1
Cre12.g543500.t1.2	FAP364
Cre12.g543900.t1.1	PTP6
Cre12.g544000.t1.2	RSP5
Cre12.g544111.t1.1	CSB49
Cre12.g544114.t1.1	CYN20-6
Cre12.g544150.t1.2	CYN20-2
Cre12.g544200.t1.1	CYN13
Cre12.g544450.t1.2	CSE20
Cre12.g544700.t1.1	PUF3
Cre12.g545000.t1.2	ARP7
Cre12.g545101.t1.1	XDH1
Cre12.g545800.t1.1	ROC55
Cre12.g545850.t1.2	FAP363
Cre12.g545950.t1.1	MAPKKK9
Cre12.g546000.t1.2	MRPL54
Cre12.g546050.t1.2	DXR1
Cre12.g546100.t1.1	FAP125
Cre12.g546100.t2.1	FAP125
Cre12.g546150.t1.2	PETM
Cre12.g546200.t1.2	RBL5
Cre12.g546250.t1.2	SRP9
Cre12.g546400.t1.2	DLR2
Cre12.g546500.t1.2	TEF22
Cre12.g546550.t1.1	FEA1
Cre12.g546600.t1.1	FEA2
Cre12.g546650.t1.2	UBC23
Cre12.g546800.t1.1	PHC53
Cre12.g547100.t1.1	CGL2
Cre12.g547200.t1.1	PTK6
Cre12.g547350.t1.1	CYG31
Cre12.g547450.t1.2	VPS9
Cre12.g547700.t1.2	TTL14
Cre12.g547750.t1.2	SPCS
Cre12.g547800.t1.1	SNE15
Cre12.g547900.t1.2	MCP27
Cre12.g548050.t1.1	CYG32
Cre12.g548100.t1.1	UBC7
Cre12.g548400.t1.2	LHCBM2
Cre12.g548650.t1.1	BBS4
Cre12.g548900.t1.1	ROC23
Cre12.g548950.t1.2	LHCBM7
Cre12.g549000.t1.2	PHC4
Cre12.g549050.t1.2	STR1
Cre12.g549050.t2.1	STR1
Cre12.g549100.t1.1	UAF3
Cre12.g549100.t2.1	UAF3
Cre12.g549100.t3.1	UAF3
Cre12.g549100.t4.1	UAF3
Cre12.g549100.t5.1	UAF3
Cre12.g549300.t1.2	MIP1
Cre12.g549550.t1.2	TUB2
Cre12.g549750.t1.2	FAP4
Cre12.g549800.t1.2	CSK5
Cre12.g550277.t1.1	MRS2
Cre12.g550400.t1.2	GRX2
Cre12.g550550.t1.1	CYG48
Cre12.g550650.t1.2	MRPL14
Cre12.g550702.t1.1	TEF13
Cre12.g550800.t1.1	REV1
Cre12.g550800.t2.1	REV1
Cre12.g550850.t1.2	PSBP1
Cre12.g550900.t1.2	SSD3
Cre12.g551350.t1.2	LAO2
Cre12.g551352.t1.1	LAO1
Cre12.g551353.t1.1	LAO1
Cre12.g551500.t1.1	DNJ14
Cre12.g551552.t1.1	PHC60
Cre12.g551850.t1.2	NFR1
Cre12.g551950.t1.2	CGL38
Cre12.g551977.t1.1	PHC74
Cre12.g552200.t1.2	STA4
Cre12.g552300.t1.2	CTL3
Cre12.g552650.t1.2	PAP8
Cre12.g552850.t1.1	CGL77
Cre12.g552851.t1.1	OGT1
Cre12.g552900.t1.2	DOI1
Cre12.g553250.t1.2	PFK2
Cre12.g553350.t1.1	LCI6
Cre12.g553450.t1.1	CNG1
Cre12.g553500.t1.1	ANK15
Cre12.g553700.t1.2	PDO2
Cre12.g553850.t1.1	TUL1
Cre12.g553900.t1.1	CNG2
Cre12.g554103.t1.1	CGL74
Cre12.g554200.t1.1	VTI4
Cre12.g554250.t1.1	LPB1
Cre12.g554300.t1.1	NSS6
Cre12.g554528.t1.1	PPR10
Cre12.g554600.t1.2	CGL146
Cre12.g554650.t1.2	REC8
Cre12.g554700.t1.2	SEC22
Cre12.g554800.t1.2	PRK1
Cre12.g554850.t1.2	TRXH1
Cre12.g554953.t1.1	ETF2
Cre12.g555050.t1.1	MUS81
Cre12.g555150.t1.2	NUOB10
Cre12.g555250.t1.2	NUOB14
Cre12.g555350.t1.2	RER1
Cre12.g555350.t2.1	RER1
Cre12.g555400.t1.2	CGLD32
Cre12.g555450.t1.2	PMK
Cre12.g555700.t1.1	DNJ15
Cre12.g555750.t1.2	CPK7
Cre12.g555803.t1.1	NDA6
Cre12.g555950.t1.2	DHC11
Cre12.g555951.t1.1	RFD1
Cre12.g556000.t1.2	ECP88
Cre12.g556050.t1.2	PRPL9
Cre12.g556100.t1.2	SPAG1
Cre12.g556150.t1.2	CGL100
Cre12.g556228.t1.1	NDA7
Cre12.g556300.t1.2	CFAP300
Cre12.g556600.t1.2	GAPN1
Cre12.g556650.t1.2	APC4
Cre12.g557000.t1.2	ATG12
Cre12.g557050.t1.2	YGG2	CPLD8
Cre12.g557600.t1.1	ADK4
Cre12.g557750.t1.1	DGTT1
Cre12.g557900.t1.2	CDI1
Cre12.g557950.t1.2	DNJ27
Cre12.g558000.t1.1	MRPS6
Cre12.g558100.t1.2	PRMT2
Cre12.g558250.t1.1	SNR7
Cre12.g558450.t1.2	SPD1
Cre12.g558550.t1.2	CPLD60
Cre12.g558650.t1.1	EIF2BD
Cre12.g558700.t1.2	FAP67
Cre12.g558900.t1.2	PETO
Cre12.g559053.t1.1	CSB50
Cre12.g559150.t1.2	CLPS2
Cre12.g559250.t1.2	FTT1
Cre12.g559300.t1.2	ARM1
Cre12.g559400.t1.1	PDE12
Cre12.g559750.t1.2	PRL2
Cre12.g559950.t1.2	MFDX
Cre12.g560050.t1.1	ERM12
Cre12.g560150.t1.2	FAP353
Cre12.g560350.t1.1	CNK2
Cre12.g560350.t2.1	CNK2
Cre12.g560400.t1.1	DNJ16
Cre12.g560550.t1.1	MTF1
Cre12.g560700.t1.1	CDJ6
Cre12.g560900.t1.2	AOF7	CPLD35
Cre12.g560950.t1.2	PSAG
Cre12.g561000.t1.1	CYN28
Cre12.g561050.t1.1	ELG18
Cre12.g561101.t1.1	ELG42
Cre12.g561200.t1.1	COPZ2
Cre12.g561550.t1.2	CDS1
Cre13.g561850.t1.1	FRK2
Cre13.g562250.t1.1	FAP92
Cre13.g562300.t1.1	HON2
Cre13.g562400.t1.2	ABI3
Cre13.g562450.t1.2	IPB3
Cre13.g562501.t1.1	SELD
Cre13.g562550.t1.1	ARH1
Cre13.g562700.t1.1	CSB51
Cre13.g562750.t1.2	CGLD38
Cre13.g562800.t1.1	FAP337
Cre13.g562850.t1.2	THF1
Cre13.g562950.t1.1	APC6
Cre13.g563150.t1.2	CGLD8
Cre13.g563200.t1.1	HAD7
Cre13.g563600.t1.1	UBQ7
Cre13.g563700.t1.1	FAP369
Cre13.g563800.t1.1	MYO3
Cre13.g563850.t1.1	PRORP
Cre13.g563900.t1.1	UBL1
Cre13.g564000.t1.2	PGM3	GPM3
Cre13.g564100.t1.1	PTK2
Cre13.g564250.t1.2	EIF3A
Cre13.g564400.t1.2	FAP161
Cre13.g564450.t1.1	ELG43
Cre13.g564500.t1.1	FAP377
Cre13.g564550.t1.2	RPC17
Cre13.g564650.t1.1	MRS5
Cre13.g564750.t1.1	PDE15
Cre13.g564800.t1.1	CYG67
Cre13.g564900.t1.2	MRP3
Cre13.g564950.t1.2	EFG13
Cre13.g565290.t1.1	CSB52
Cre13.g565350.t1.2	TTL11
Cre13.g565450.t1.2	PURB
Cre13.g565550.t1.2	RPB11
Cre13.g565750.t1.2	EFG4
Cre13.g565750.t2.1	EFG4
Cre13.g565800.t1.2	UPT1
Cre13.g565850.t1.1	COPA1
Cre13.g566050.t1.2	SMP2
Cre13.g566150.t1.2	RMR1
Cre13.g566200.t1.2	CGL112
Cre13.g566400.t1.2	OPR55
Cre13.g566450.t1.2	ROC104
Cre13.g566850.t1.2	SOUL2
Cre13.g567100.t1.1	ALO1
Cre13.g567363.t1.1	FAP220
Cre13.g567400.t1.1	PDE16
Cre13.g567450.t1.2	HON1
Cre13.g567600.t1.2	COX4
Cre13.g567700.t1.2	HAV2
Cre13.g567750.t1.2	PRP18
Cre13.g567950.t1.2	STA1
Cre13.g568200.t1.1	AXL1
Cre13.g568250.t1.1	TEH11
Cre13.g568400.t1.2	FTSH4
